code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,high52_price,high52_distance_pct,high52_breakout,volume_ratio_5_30,atr14_pct,atr_ratio_10_20,vcp_tight,stage,supertrend_up,rsr_score,rsr_momentum,mvp_signal,cosmos_focus,cosmos_focus_type,signal_version,monthly_rsi14,monthly_rsi_ma5,monthly_rsi14_up,monthly_rsi_ma5_up,monthly_rsi_spread
3469,3469.T,デュアルタップ,2024-04,CONTINUE,2,47.18,80.41,True,True,33.23,2024-03,436.0,1048.0,1048.0,140.37,410.48,407.39,427.8,True,True,True,False,True,True,False,18647.0,585.0,-25.47,False,1.92,3.83,1.49,False,3,True,-0.4,3.35,False,False,,tv_wilder_rsi14_sma5_v1,80.41,47.18,True,True,33.23
5216,5216.T,倉元製作所,2024-04,CONTINUE,3,51.6,75.57,True,True,23.97,2024-02,117.0,246.0,246.0,110.26,92.68,91.41,106.61,True,True,True,False,True,False,False,613287.0,144.0,-18.75,False,2.95,9.95,1.78,False,3,True,10.06,17.11,False,False,,tv_wilder_rsi14_sma5_v1,75.57,51.6,True,True,23.97
5026,5026.T,トリプルアイズ,2024-04,CONTINUE,4,41.76,64.18,True,True,22.42,2024-01,694.0,1499.0,1499.0,115.99,677.52,696.11,721.33,True,False,False,False,False,False,False,21317.0,1065.0,-34.84,False,0.8,4.96,0.8,True,4,True,-2.11,4.11,False,False,,tv_wilder_rsi14_sma5_v1,64.18,41.76,True,True,22.42
9704,9704.T,アゴーラ　ホスピタリティー　グループ,2024-04,CONTINUE,3,67.72,85.18,True,True,17.46,2024-02,40.0,58.0,58.0,45.0,26.28,24.13,24.63,True,True,True,False,True,True,True,2100253.0,44.0,-9.09,False,4.09,9.11,1.58,False,1,True,71.61,29.23,True,True,MVP,tv_wilder_rsi14_sma5_v1,85.18,67.72,True,True,17.46
3905,3905.T,データセクション,2024-04,CONTINUE,5,72.83,90.06,True,True,17.22,2023-12,344.0,2222.0,2222.0,545.93,273.52,288.75,296.76,True,True,True,False,False,False,True,117137.0,437.0,-21.28,False,4.92,5.02,1.65,False,2,True,16.69,6.05,True,False,,tv_wilder_rsi14_sma5_v1,90.06,72.83,True,True,17.22
4761,4761.T,さくらケーシーエス,2024-04,CONTINUE,2,76.77,93.92,True,True,17.16,2024-03,1448.0,2490.0,2490.0,71.96,971.48,923.43,863.56,True,True,True,True,True,True,True,15863.0,1148.0,26.13,True,3.82,3.88,1.54,False,2,True,72.34,14.9,True,True,BOTH,tv_wilder_rsi14_sma5_v1,93.92,76.77,True,True,17.16
4540,4540.T,ツムラ,2024-04,CONTINUE,3,53.49,70.08,True,False,16.59,2024-02,2760.0,3800.0,3800.0,37.68,2746.7,2724.92,2717.73,True,True,True,True,True,True,True,254330.0,3009.0,-8.28,False,1.05,1.76,0.7,True,3,False,1.13,-0.1,False,False,,tv_wilder_rsi14_sma5_v1,70.08,53.49,False,True,16.59
5208,5208.T,有沢製作所,2024-04,CONTINUE,4,54.6,69.52,True,True,14.92,2024-01,1125.0,1524.0,1524.0,35.47,1072.12,1069.29,1089.88,True,True,True,False,True,True,False,96957.0,1438.0,-21.77,False,1.16,1.04,0.95,True,3,True,-1.64,1.99,False,False,,tv_wilder_rsi14_sma5_v1,69.52,54.6,True,True,14.92
7343,7343.T,ブロードマインド,2024-04,CONTINUE,4,60.65,75.33,True,True,14.68,2024-01,1186.0,1946.0,1946.0,64.08,1133.24,1067.65,1090.65,True,True,True,False,True,True,True,6633.0,1255.0,-5.5,False,0.6,2.47,0.71,True,2,True,8.03,0.81,False,False,,tv_wilder_rsi14_sma5_v1,75.33,60.65,True,True,14.68
9509,9509.T,北海道電力,2024-04,CONTINUE,4,74.49,88.9,True,True,14.42,2024-01,661.1,1122.0,1122.0,69.72,645.42,640.31,613.2,True,True,True,True,True,False,True,1053523.0,732.0,-9.69,False,0.78,1.95,0.87,True,2,True,19.53,0.38,False,False,,tv_wilder_rsi14_sma5_v1,88.9,74.49,True,True,14.42
