code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,high52_price,high52_distance_pct,high52_breakout,volume_ratio_5_30,atr14_pct,atr_ratio_10_20,vcp_tight,stage,supertrend_up,rsr_score,rsr_momentum,mvp_signal,cosmos_focus,cosmos_focus_type,sector,industry,quote_type,exit_month,exit_price,return_at_exit_pct,per,forward_per,pbr,book_value,forward_annual_dividend,trailing_annual_dividend,dividend_change_pct,dividend_yield_pct,payout_ratio_pct,roe_pct,roa_pct,profit_margin_pct,operating_margin_pct,revenue_growth_pct,earnings_growth_pct,current_ratio,quick_ratio,debt_to_equity_pct,equity_ratio_pct,market_cap_oku,enterprise_value_oku,operating_cashflow_oku,free_cashflow_oku,total_cash_oku,total_debt_oku,ebitda_oku,beta,shares_outstanding_million,data_completeness_pct,next_earnings_date,earnings_date_start,earnings_date_end,ex_dividend_date,last_dividend_date,signal_version,monthly_rsi14,monthly_rsi_ma5,monthly_rsi14_up,monthly_rsi_ma5_up,monthly_rsi_spread
1333,1333.T,Ｕｍｉｏｓ,2024-05,OUT,11,67.34,73.03,True,True,5.69,2023-07,822.33,1089.33,1089.33,32.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06,1052.33,27.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,73.03,67.34,True,True,5.69
1381,1381.T,アクシーズ,2024-05,OUT,5,54.27,58.71,True,True,4.44,2024-01,2966.0,3170.0,3170.0,6.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06,2980.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,58.71,54.27,True,True,4.44
1382,1382.T,ホーブ,2024-05,OUT,1,58.79,59.75,True,True,0.97,2024-05,2357.0,2357.0,2357.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06,2252.0,-4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,59.75,58.79,True,True,0.97
1515,1515.T,日鉄鉱業,2024-05,OUT,1,63.57,65.1,False,True,1.53,2024-05,1058.0,1058.0,1058.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06,1018.0,-3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,65.1,63.57,True,False,1.53
1605,1605.T,ＩＮＰＥＸ,2024-05,OUT,3,68.25,71.7,True,True,3.45,2024-03,2348.0,2423.5,2423.5,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06,2367.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,71.7,68.25,True,True,3.45
1764,1764.T,工藤建設,2024-05,OUT,5,61.53,72.42,True,True,10.9,2024-01,2526.0,3060.0,3060.0,21.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06,2732.0,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,72.42,61.53,True,True,10.9
1788,1788.T,三東工業社,2024-05,OUT,6,67.06,71.87,True,True,4.81,2023-12,3200.0,4150.0,4150.0,29.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06,3590.0,12.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,71.87,67.06,True,True,4.81
1811,1811.T,錢高組,2024-05,OUT,1,60.04,60.62,True,True,0.57,2024-05,4515.0,4515.0,4515.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06,4295.0,-4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,60.62,60.04,True,True,0.57
1814,1814.T,大末建設,2024-05,OUT,5,65.74,70.92,True,True,5.18,2024-01,1436.0,1780.0,1780.0,23.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06,1723.0,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,70.92,65.74,True,True,5.18
1860,1860.T,戸田建設,2024-05,OUT,14,73.53,78.79,True,True,5.26,2023-04,793.0,1089.5,1089.5,37.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06,1052.0,32.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,78.79,73.53,True,True,5.26
