code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,high52_price,high52_distance_pct,high52_breakout,volume_ratio_5_30,atr14_pct,atr_ratio_10_20,vcp_tight,stage,supertrend_up,rsr_score,rsr_momentum,mvp_signal,cosmos_focus,cosmos_focus_type,sector,industry,quote_type,exit_month,exit_price,return_at_exit_pct,per,forward_per,pbr,book_value,forward_annual_dividend,trailing_annual_dividend,dividend_change_pct,dividend_yield_pct,payout_ratio_pct,roe_pct,roa_pct,profit_margin_pct,operating_margin_pct,revenue_growth_pct,earnings_growth_pct,current_ratio,quick_ratio,debt_to_equity_pct,equity_ratio_pct,market_cap_oku,enterprise_value_oku,operating_cashflow_oku,free_cashflow_oku,total_cash_oku,total_debt_oku,ebitda_oku,beta,shares_outstanding_million,data_completeness_pct,next_earnings_date,earnings_date_start,earnings_date_end,ex_dividend_date,last_dividend_date,signal_version,monthly_rsi14,monthly_rsi_ma5,monthly_rsi14_up,monthly_rsi_ma5_up,monthly_rsi_spread
1382,1382.T,ホーブ,2024-02,OUT,4,58.67,60.99,False,True,2.32,2023-11,2168.0,2360.0,2360.0,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03,2150.0,-0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,60.99,58.67,True,False,2.32
1401,1401.T,エムビーエス,2024-02,OUT,9,63.13,74.58,True,True,11.46,2023-06,498.0,750.0,750.0,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03,700.0,40.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,74.58,63.13,True,True,11.46
1414,1414.T,ショーボンドホールディングス,2024-02,OUT,11,64.11,64.8,True,False,0.69,2023-04,1450.0,1602.75,1602.75,10.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03,1601.0,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,64.8,64.11,False,True,0.69
1420,1420.T,サンヨーホームズ,2024-02,OUT,4,53.46,59.29,True,True,5.83,2023-11,724.0,771.0,771.0,6.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03,745.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,59.29,53.46,True,True,5.83
1433,1433.T,ベステラ,2024-02,OUT,3,46.54,49.81,True,True,3.27,2023-12,1076.0,1093.0,1093.0,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03,1004.0,-6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,49.81,46.54,True,True,3.27
1447,1447.T,ＳＡＡＦホールディングス,2024-02,OUT,2,39.25,41.48,True,False,2.23,2024-01,329.0,294.0,294.0,-10.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03,261.0,-20.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,41.48,39.25,False,True,2.23
1450,1450.T,ＴＡＮＡＫＥＮ,2024-02,OUT,2,48.31,51.39,True,False,3.09,2024-01,1111.0,1107.5,1107.5,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03,1002.5,-9.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,51.39,48.31,False,True,3.09
1514,1514.T,住石ホールディングス,2024-02,OUT,7,89.41,97.04,True,True,7.63,2023-08,377.0,2783.0,2783.0,638.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03,1387.0,267.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,97.04,89.41,True,True,7.63
1518,1518.T,三井松島ホールディングス,2024-02,OUT,2,54.32,58.3,True,True,3.97,2024-01,573.2,629.0,629.0,9.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03,580.0,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,58.3,54.32,True,True,3.97
167A,167A.T,リョーサン菱洋ホールディングス,2024-02,OUT,2,72.02,75.87,True,True,3.85,2024-01,3785.0,4145.0,4145.0,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03,3965.0,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,75.87,72.02,True,True,3.85
