code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,high52_price,high52_distance_pct,high52_breakout,volume_ratio_5_30,atr14_pct,atr_ratio_10_20,vcp_tight,stage,supertrend_up,rsr_score,rsr_momentum,mvp_signal,cosmos_focus,cosmos_focus_type,sector,industry,quote_type,exit_month,exit_price,return_at_exit_pct,per,forward_per,pbr,book_value,forward_annual_dividend,trailing_annual_dividend,dividend_change_pct,dividend_yield_pct,payout_ratio_pct,roe_pct,roa_pct,profit_margin_pct,operating_margin_pct,revenue_growth_pct,earnings_growth_pct,current_ratio,quick_ratio,debt_to_equity_pct,equity_ratio_pct,market_cap_oku,enterprise_value_oku,operating_cashflow_oku,free_cashflow_oku,total_cash_oku,total_debt_oku,ebitda_oku,beta,shares_outstanding_million,data_completeness_pct,next_earnings_date,earnings_date_start,earnings_date_end,ex_dividend_date,last_dividend_date,signal_version,monthly_rsi14,monthly_rsi_ma5,monthly_rsi14_up,monthly_rsi_ma5_up,monthly_rsi_spread
1381,1381.T,アクシーズ,2026-01,OUT,4,69.72,78.49,True,True,8.77,2025-10,3220.0,4245.0,4245.0,31.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02,3980.0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,78.49,69.72,True,True,8.77
145A,145A.T,Ｌ　ｉｓ　Ｂ,2026-01,OUT,1,45.13,45.54,False,True,0.4,2026-01,1070.0,1070.0,1070.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02,852.0,-20.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,45.54,45.13,True,False,0.4
149A,149A.T,シンカ,2026-01,OUT,1,34.75,35.05,False,True,0.31,2026-01,795.0,795.0,795.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02,723.0,-9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,35.05,34.75,True,False,0.31
150A,150A.T,ＪＳＨ,2026-01,OUT,1,35.76,35.87,False,True,0.11,2026-01,415.0,415.0,415.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02,402.0,-3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,35.87,35.76,True,False,0.11
155A,155A.T,情報戦略テクノロジー,2026-01,OUT,5,55.4,59.69,True,True,4.29,2025-09,930.0,1387.0,1387.0,49.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02,917.0,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,59.69,55.4,True,True,4.29
168A,168A.T,イタミアート,2026-01,OUT,4,50.68,52.6,False,False,1.93,2025-10,1293.0,1401.0,1401.0,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02,1352.0,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,52.6,50.68,False,False,1.93
1788,1788.T,三東工業社,2026-01,OUT,5,71.08,80.65,True,True,9.57,2025-09,4150.0,5640.0,5640.0,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02,5360.0,29.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,80.65,71.08,True,True,9.57
194A,194A.T,ＷＯＬＶＥＳ　ＨＡＮＤ,2026-01,OUT,2,69.17,75.28,True,True,6.11,2025-12,1857.0,2055.0,2055.0,10.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02,1793.0,-3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,75.28,69.17,True,True,6.11
2130,2130.T,メンバーズ,2026-01,OUT,2,50.48,55.56,True,True,5.08,2025-12,1278.0,1412.0,1412.0,10.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02,1208.0,-5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,55.56,50.48,True,True,5.08
2134,2134.T,北浜キャピタルパートナーズ,2026-01,OUT,1,51.18,51.25,False,True,0.07,2026-01,38.0,38.0,38.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02,36.0,-5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,51.25,51.18,True,False,0.07
