code,ticker,name,signal_month,status,months_active,rsi14,rsi5,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct
9341,9341.T,GENOVA INC,2026-06,CONTINUE,8,17.44,41.91,24.47,2025-11,596.0,587.0,587.0,2.85
6078,6078.T,VALUE HR CO LTD,2026-06,NEW,1,45.49,69.63,24.13,2026-06,1473.0,1473.0,1473.0,2.78
8113,8113.T,UNICHARM CORP,2026-06,CONTINUE,6,26.54,50.64,24.1,2026-01,939.4,943.6,943.6,3.81
5423,5423.T,TOKYO STEEL MANUFACTURING CO,2026-06,CONTINUE,5,53.44,77.26,23.82,2026-02,1620.0,1685.0,1685.0,7.9
1375,1375.T,YUKIGUNI FACTORY CO LTD,2026-06,CONTINUE,5,45.95,69.23,23.28,2026-02,1102.0,1127.0,1127.0,4.63
2670,2670.T,ABC-MART INC,2026-06,CONTINUE,4,54.26,77.36,23.11,2026-03,2525.5,2800.5,2800.5,5.78
7199,7199.T,PREMIUM GROUP CO LTD,2026-06,CONTINUE,3,48.68,71.74,23.06,2026-04,1842.0,2080.0,2080.0,13.84
7683,7683.T,WA INC,2026-06,NEW,1,65.0,87.88,22.88,2026-06,1458.0,1458.0,1458.0,-2.19
8897,8897.T,MIRARTH HOLDINGS INC,2026-06,CONTINUE,9,31.33,54.12,22.79,2025-10,380.0,401.0,401.0,8.16
6532,6532.T,BAYCURRENT INC,2026-06,NEW,1,39.51,62.06,22.55,2026-06,6036.0,6036.0,6036.0,8.58
7956,7956.T,PIGEON CORP,2026-06,CONTINUE,3,63.27,85.78,22.51,2026-04,1687.0,2070.5,2070.5,20.3
7979,7979.T,SHOFU INC,2026-06,CONTINUE,2,42.08,64.57,22.49,2026-05,1802.0,2023.0,2023.0,22.59
2593,2593.T,ITO EN LTD,2026-06,NEW,1,37.29,59.01,21.72,2026-06,2941.5,2941.5,2941.5,5.29
6620,6620.T,MIYAKOSHI HOLDINGS INC,2026-06,CONTINUE,2,39.13,60.5,21.36,2026-05,661.0,949.0,949.0,1.06
7860,7860.T,AVEX INC,2026-06,NEW,1,32.09,53.03,20.94,2026-06,1200.0,1200.0,1200.0,6.25
2922,2922.T,NATORI CO LTD,2026-06,CONTINUE,5,37.55,58.33,20.78,2026-02,1972.0,1933.0,1933.0,1.42
4958,4958.T,T.HASEGAWA CO,2026-06,CONTINUE,5,61.76,82.5,20.73,2026-02,2919.0,3190.0,3190.0,13.05
3932,3932.T,AKATSUKI INC,2026-06,CONTINUE,5,39.79,60.39,20.6,2026-02,3080.0,2885.0,2885.0,-6.43
6544,6544.T,JAPAN ELEVATOR SERVICE HLDGS CO,2026-06,NEW,1,56.81,77.35,20.54,2026-06,1739.0,1739.0,1739.0,-2.53
6465,6465.T,HOSHIZAKI CORPORATION,2026-06,CONTINUE,3,38.93,59.34,20.41,2026-04,5099.0,5295.0,5295.0,5.18
8766,8766.T,TOKIO MARINE HOLDINGS INC,2026-06,CONTINUE,4,69.38,89.46,20.08,2026-03,7308.0,7202.0,7202.0,2.98
7867,7867.T,TOMY COMPANY LTD,2026-06,CONTINUE,2,51.1,70.62,19.52,2026-05,3159.0,3186.0,3186.0,11.78
5929,5929.T,SANWA HOLDINGS CORP,2026-06,CONTINUE,3,40.36,59.74,19.39,2026-04,3569.0,3789.0,3789.0,5.58
2371,2371.T,KAKAKU.COM. INC,2026-06,CONTINUE,3,61.74,81.11,19.37,2026-04,2621.0,3390.0,3390.0,37.92
4923,4923.T,COTA CO LTD,2026-06,CONTINUE,5,37.31,55.98,18.66,2026-02,1270.48,1166.0,1166.0,-5.31
3774,3774.T,INTERNET INITIATIVE JAPAN INC,2026-06,CONTINUE,2,62.6,81.04,18.44,2026-05,3102.0,3197.0,3197.0,12.38
2475,2475.T,WDB HOLDINGS CO LTD,2026-06,CONTINUE,2,46.25,63.99,17.75,2026-05,1801.0,1739.0,1739.0,0.78
3093,3093.T,TREASURE FACTORY CO LTD,2026-06,CONTINUE,3,59.53,76.97,17.43,2026-04,1703.0,2249.0,2249.0,17.97
8876,8876.T,RELO GROUP INC,2026-06,CONTINUE,9,55.65,72.26,16.61,2025-10,1658.0,1996.0,1996.0,21.41
2217,2217.T,MOROZOFF LIMITED,2026-06,NEW,1,28.65,45.21,16.56,2026-06,1540.0,1540.0,1540.0,3.18
9902,9902.T,NICHIDEN CORP,2026-06,CONTINUE,2,38.69,55.22,16.53,2026-05,2525.0,2572.0,2572.0,10.53
3632,3632.T,GREE HOLDINGS INC,2026-06,CONTINUE,2,23.26,39.72,16.46,2026-05,418.0,376.0,376.0,-5.98
6707,6707.T,SANKEN ELECTRIC CO,2026-06,CONTINUE,3,68.39,84.56,16.18,2026-04,9350.0,11375.0,11375.0,-3.3
7033,7033.T,MANAGEMENT SOLUTIONS CO LTD,2026-06,CONTINUE,5,33.51,49.67,16.16,2026-02,1480.0,1298.0,1298.0,-7.97
2432,2432.T,DENA CO LTD,2026-06,CONTINUE,3,28.78,44.92,16.14,2026-04,2538.0,2450.5,2450.5,-4.85
7747,7747.T,ASAHI INTECC CO LTD,2026-06,CONTINUE,2,79.25,95.02,15.77,2026-05,3766.0,3800.0,3800.0,-5.23
