code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,high52_price,high52_distance_pct,high52_breakout,volume_ratio_5_30,atr14_pct,atr_ratio_10_20,vcp_tight,stage,supertrend_up,rsr_score,rsr_momentum,mvp_signal,cosmos_focus,cosmos_focus_type,sector,industry,quote_type,exit_month,exit_price,return_at_exit_pct,per,forward_per,pbr,book_value,forward_annual_dividend,trailing_annual_dividend,dividend_change_pct,dividend_yield_pct,payout_ratio_pct,roe_pct,roa_pct,profit_margin_pct,operating_margin_pct,revenue_growth_pct,earnings_growth_pct,current_ratio,quick_ratio,debt_to_equity_pct,equity_ratio_pct,market_cap_oku,enterprise_value_oku,operating_cashflow_oku,free_cashflow_oku,total_cash_oku,total_debt_oku,ebitda_oku,beta,shares_outstanding_million,data_completeness_pct,next_earnings_date,earnings_date_start,earnings_date_end,ex_dividend_date,last_dividend_date,signal_version,monthly_rsi14,monthly_rsi_ma5,monthly_rsi14_up,monthly_rsi_ma5_up,monthly_rsi_spread
1380,1380.T,秋川牧園,2024-03,OUT,3,48.42,50.87,True,False,2.46,2024-01,1045.0,1049.0,1049.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04,1035.0,-0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,50.87,48.42,False,True,2.46
1419,1419.T,タマホーム,2024-03,OUT,4,72.91,78.6,True,True,5.69,2023-12,3925.0,4535.0,4535.0,15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04,4365.0,11.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,78.6,72.91,True,True,5.69
1429,1429.T,日本アクア,2024-03,OUT,3,61.84,65.78,True,True,3.95,2024-01,1004.0,1066.0,1066.0,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04,962.0,-4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,65.78,61.84,True,True,3.95
1434,1434.T,ＪＥＳＣＯホールディングス,2024-03,OUT,6,74.26,75.34,True,True,1.08,2023-10,748.0,948.0,948.0,26.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04,941.0,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,75.34,74.26,True,True,1.08
1443,1443.T,技研ホールディングス,2024-03,OUT,3,46.17,47.11,True,False,0.94,2024-01,219.0,220.0,220.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04,217.0,-0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,47.11,46.17,False,True,0.94
1717,1717.T,明豊ファシリティワークス,2024-03,OUT,6,62.59,63.69,True,False,1.1,2023-10,771.0,895.0,895.0,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04,867.0,12.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,63.69,62.59,False,True,1.1
1783,1783.T,ｆａｎｔａｓｉｓｔａ,2024-03,OUT,1,42.01,42.93,True,True,0.92,2024-03,46.0,46.0,46.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04,40.0,-13.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,42.93,42.01,True,True,0.92
1786,1786.T,オリエンタル白石,2024-03,OUT,8,69.55,76.29,True,True,6.73,2023-08,327.0,401.0,401.0,22.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04,379.0,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,76.29,69.55,True,True,6.73
1810,1810.T,松井建設,2024-03,OUT,15,66.88,72.54,True,True,5.66,2023-01,582.0,915.0,915.0,57.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04,854.0,46.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,72.54,66.88,True,True,5.66
1811,1811.T,錢高組,2024-03,OUT,15,59.71,61.05,True,True,1.34,2023-01,2750.0,4400.0,4400.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04,4060.0,47.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,61.05,59.71,True,True,1.34
