code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,high52_price,high52_distance_pct,high52_breakout,volume_ratio_5_30,atr14_pct,atr_ratio_10_20,vcp_tight,stage,supertrend_up,rsr_score,rsr_momentum,mvp_signal,cosmos_focus,cosmos_focus_type,signal_version,monthly_rsi14,monthly_rsi_ma5,monthly_rsi14_up,monthly_rsi_ma5_up,monthly_rsi_spread
5537,5537.T,ＡｌｂａＬｉｎｋ,2026-01,CONTINUE,2,29.85,74.49,True,False,44.64,2025-12,2147.0,2139.0,2139.0,-0.37,1200.55,703.76,925.79,True,True,True,False,True,True,True,492937.0,2819.0,-23.84,False,0.94,16.69,1.14,False,1,True,102.74,77.0,False,False,,tv_wilder_rsi14_sma5_v1,74.49,29.85,False,True,44.64
7602,7602.T,レダックス,2026-01,CONTINUE,4,49.45,82.95,True,True,33.51,2025-10,135.0,337.0,337.0,149.63,132.96,134.44,134.97,True,True,True,False,False,False,False,14780.0,164.0,-17.68,False,0.44,1.43,0.76,True,3,False,-3.15,0.44,False,False,,tv_wilder_rsi14_sma5_v1,82.95,49.45,True,True,33.51
4679,4679.T,田谷,2026-01,CONTINUE,2,25.81,53.96,True,True,28.15,2025-12,250.0,342.0,342.0,36.8,228.96,235.21,249.83,True,True,True,False,False,False,False,60797.0,361.0,-30.75,False,0.94,3.51,1.49,False,3,True,-7.34,5.4,False,False,,tv_wilder_rsi14_sma5_v1,53.96,25.81,True,True,28.15
7771,7771.T,日本精密,2026-01,NEW,1,63.28,90.07,True,True,26.79,2026-01,296.0,296.0,296.0,0.0,208.92,127.99,102.85,True,True,True,True,True,True,True,4576613.0,399.0,-25.81,False,0.24,16.53,1.11,False,2,True,271.34,73.58,False,False,,tv_wilder_rsi14_sma5_v1,90.07,63.28,True,True,26.79
3168,3168.T,ＭＥＲＦ,2026-01,CONTINUE,4,55.98,81.39,True,True,25.41,2025-10,557.0,1022.0,1022.0,83.48,548.48,554.51,541.86,True,True,True,False,True,True,True,12263.0,588.0,-5.27,False,1.44,1.21,1.19,False,2,True,1.2,1.63,False,False,,tv_wilder_rsi14_sma5_v1,81.39,55.98,True,True,25.41
4098,4098.T,チタン工業,2026-01,NEW,1,37.77,62.75,True,True,24.98,2026-01,1154.0,1154.0,1154.0,0.0,996.2,868.32,814.96,True,True,True,True,True,True,True,202667.0,1730.0,-33.29,False,0.8,12.6,1.81,False,2,True,44.07,23.25,False,False,,tv_wilder_rsi14_sma5_v1,62.75,37.77,True,True,24.98
4422,4422.T,ＶＡＬＵＥＮＥＸ,2026-01,CONTINUE,2,41.95,65.83,True,True,23.88,2025-12,176.67,396.0,396.0,124.15,169.13,171.45,181.62,True,True,False,False,True,False,False,26490.0,231.0,-23.52,False,0.9,4.68,0.66,True,4,True,-6.86,3.29,False,False,,tv_wilder_rsi14_sma5_v1,65.83,41.95,True,True,23.88
4960,4960.T,ケミプロ化成,2026-01,CONTINUE,7,58.57,81.65,True,True,23.08,2025-07,284.0,780.0,780.0,174.65,269.12,271.65,297.6,True,True,False,False,True,False,False,8660.0,419.0,-32.22,False,0.66,1.74,1.13,False,4,True,-8.92,3.33,False,False,,tv_wilder_rsi14_sma5_v1,81.65,58.57,True,True,23.08
6166,6166.T,中村超硬,2026-01,NEW,1,42.58,65.37,True,True,22.78,2026-01,591.0,591.0,591.0,0.0,416.28,322.56,318.42,True,True,True,True,True,True,True,1912370.0,789.0,-25.1,False,1.22,15.51,1.75,False,2,True,87.84,47.15,False,False,,tv_wilder_rsi14_sma5_v1,65.37,42.58,True,True,22.78
157A,157A.T,グリーンモンスター,2026-01,CONTINUE,5,26.05,47.73,True,True,21.69,2025-09,543.0,1141.0,1141.0,110.13,542.28,528.24,544.11,True,True,False,False,True,True,False,6530.0,716.0,-24.16,False,0.74,1.72,1.28,False,4,True,-1.87,0.92,False,False,,tv_wilder_rsi14_sma5_v1,47.73,26.05,True,True,21.69
