code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,high52_price,high52_distance_pct,high52_breakout,volume_ratio_5_30,atr14_pct,atr_ratio_10_20,vcp_tight,stage,supertrend_up,rsr_score,rsr_momentum,mvp_signal,cosmos_focus,cosmos_focus_type
2678,2678.T,アスクル,2023-04,CONTINUE,3,55.94,100.0,False,False,44.06,2023-02,1722.0,1808.0,1808.0,4.99,1725.72,1666.43,1631.71,False,True,True,True,True,True,True,228443.0,1877.0,-8.26,False,0.84,1.46,0.8,True,2,True,6.02,-2.87,False,False,
4116,4116.T,大日精化工業,2023-04,CONTINUE,7,31.97,75.55,True,True,43.58,2022-10,439.75,464.25,464.25,5.57,433.7,442.82,480.86,True,False,False,False,False,False,False,179333.0,675.5,-34.9,False,1.29,1.72,0.94,True,4,False,-14.74,0.26,False,False,
2804,2804.T,ブルドックソース,2023-04,CONTINUE,5,51.1,94.59,True,True,43.5,2022-12,1824.0,2050.0,2050.0,12.39,1739.88,1755.8,1856.33,True,True,False,False,True,False,False,18960.0,2240.0,-18.57,False,1.29,2.31,1.16,False,4,True,-7.74,1.55,False,False,
4228,4228.T,積水化成品工業,2023-04,CONTINUE,9,51.03,94.19,True,True,43.16,2022-08,407.0,469.0,469.0,15.23,410.8,410.45,442.18,False,False,False,False,False,False,False,61823.0,635.0,-35.91,False,0.89,1.28,0.98,True,4,False,-12.61,1.59,False,False,
3765,3765.T,ｶﾞﾝﾎｰ･ｵﾝﾗｲﾝ･ｴﾝﾀｰﾃｲﾒﾝﾄ,2023-04,CONTINUE,3,52.36,95.04,True,True,42.69,2023-02,2451.0,2607.0,2607.0,6.36,2249.72,2166.69,2288.28,True,True,True,False,True,True,False,275050.0,2862.0,-14.36,False,1.92,2.61,1.39,False,3,True,4.87,6.81,False,False,
1417,1417.T,ミライト・ワン,2023-04,CONTINUE,7,37.25,79.93,False,False,42.68,2022-10,1429.0,1687.0,1687.0,18.05,1457.6,1554.43,1714.79,False,False,False,False,False,False,False,248317.0,2246.0,-36.38,False,0.86,1.56,0.82,True,4,False,-20.8,-0.59,False,False,
3563,3563.T,FOOD & LIFE COMPANIES,2023-04,CONTINUE,7,41.68,83.77,False,False,42.09,2022-10,1254.5,1632.5,1632.5,30.13,1198.78,1198.98,1464.15,True,True,False,False,True,False,False,4209327.0,2660.0,-52.84,False,0.93,3.37,1.0,True,4,True,-19.87,5.66,False,False,
2001,2001.T,ニップン,2023-04,CONTINUE,5,55.42,97.4,True,True,41.98,2022-12,1620.0,1769.0,1769.0,9.2,1601.88,1578.01,1608.3,True,True,True,False,True,True,False,95083.0,1750.0,-7.43,False,0.66,0.98,1.07,False,3,True,0.33,0.6,False,False,
9536,9536.T,西部ガスホールディングス,2023-04,CONTINUE,4,34.41,76.03,True,True,41.62,2023-01,1834.0,1893.0,1893.0,3.22,1703.84,1681.52,1786.83,True,True,True,False,True,False,False,47457.0,2332.0,-21.36,False,1.38,1.35,1.16,False,3,True,-1.23,3.17,True,False,
1885,1885.T,東亜建設工業,2023-04,CONTINUE,4,58.69,100.0,True,True,41.31,2023-01,628.25,736.25,736.25,17.19,595.69,587.57,614.01,True,True,True,False,True,False,False,159227.0,743.0,-15.44,False,0.82,1.66,1.1,False,3,True,-0.37,2.51,False,False,
7856,7856.T,萩原工業,2023-04,CONTINUE,6,53.75,94.84,False,False,41.09,2022-11,1063.0,1289.0,1289.0,21.26,1035.36,1063.61,1100.73,True,False,False,False,False,False,False,134250.0,1481.0,-28.22,False,0.45,1.08,0.82,True,4,True,-11.23,1.11,False,False,
2664,2664.T,カワチ薬品,2023-04,CONTINUE,5,44.0,84.98,False,False,40.98,2022-12,2229.0,2330.0,2330.0,4.53,2166.12,2125.83,2130.07,True,True,True,False,True,True,False,40863.0,2481.0,-10.16,False,1.28,1.19,1.14,False,3,True,3.14,2.08,True,False,
8005,8005.T,スクロール,2023-04,CONTINUE,3,39.53,80.47,False,False,40.94,2023-02,814.0,789.0,789.0,-3.07,765.6,730.33,776.25,True,True,True,False,True,True,False,176590.0,957.0,-14.94,False,1.12,1.29,0.74,True,3,True,2.44,1.53,False,False,
2378,2378.T,ルネサンス,2023-04,CONTINUE,4,35.55,76.34,True,True,40.79,2023-01,916.0,950.0,950.0,3.71,881.52,902.08,928.39,True,True,False,False,True,False,False,61953.0,1125.0,-18.58,False,0.77,1.26,1.03,False,1,True,-4.54,3.52,False,False,
9508,9508.T,九州電力,2023-04,CONTINUE,2,40.26,80.99,True,True,40.73,2023-03,757.0,793.0,793.0,4.76,735.64,726.0,770.43,True,True,False,False,True,True,False,1879720.0,934.0,-18.95,False,1.19,1.92,1.0,False,4,True,-3.53,1.31,False,False,
7554,7554.T,幸楽苑,2023-04,CONTINUE,4,22.62,63.29,False,True,40.68,2023-01,1090.0,1072.0,1072.0,-1.65,1046.48,1045.25,1151.91,True,True,False,False,True,False,False,39230.0,1440.0,-24.31,False,0.62,1.06,0.99,True,4,True,-8.5,2.96,False,False,
2004,2004.T,昭和産業,2023-04,CONTINUE,3,47.03,87.25,True,True,40.22,2023-02,2576.0,2676.0,2676.0,3.88,2498.92,2469.45,2498.95,True,True,True,False,True,False,False,23570.0,2775.0,-7.17,False,1.74,0.95,1.03,False,3,True,1.64,1.94,False,False,
4368,4368.T,扶桑化学工業,2023-04,CONTINUE,6,34.38,74.49,False,False,40.11,2022-11,1175.0,1255.0,1255.0,6.81,1144.47,1126.6,1235.73,True,True,False,False,True,False,False,291180.0,1733.33,-32.21,False,0.8,2.94,0.91,True,4,True,-11.3,3.12,False,False,
9310,9310.T,日本トランスシティ,2023-04,CONTINUE,6,60.0,100.0,True,False,40.0,2022-11,501.0,676.0,676.0,34.93,496.8,495.8,533.26,True,True,False,False,True,True,False,75423.0,727.0,-31.09,False,0.62,1.68,0.79,True,4,True,-8.91,1.88,False,False,
3880,3880.T,大王製紙,2023-04,CONTINUE,3,17.11,56.98,True,True,39.87,2023-02,1081.0,1100.0,1100.0,1.76,1018.72,1033.11,1212.04,True,True,False,False,True,False,False,434417.0,1865.0,-42.04,False,1.22,2.29,1.23,False,4,True,-16.81,3.49,False,False,
2433,2433.T,博報堂ＤＹホールディングス,2023-04,CONTINUE,7,52.79,92.31,True,True,39.52,2022-10,1256.0,1595.0,1595.0,26.99,1142.6,1239.08,1402.04,True,True,False,False,False,False,False,1842363.0,2037.0,-38.34,False,0.93,2.86,0.96,True,4,True,-20.39,3.92,False,False,
6809,6809.T,ＴＯＡ,2023-04,CONTINUE,3,60.58,100.0,True,True,39.42,2023-02,804.0,853.0,853.0,6.09,781.28,771.93,782.62,True,True,True,False,True,True,True,29463.0,842.0,-4.51,False,1.27,1.14,1.01,False,1,True,1.74,-0.15,False,False,
2281,2281.T,プリマハム,2023-04,CONTINUE,5,45.14,83.99,True,True,38.85,2022-12,2199.0,2300.0,2300.0,4.59,2107.2,2060.47,2147.74,True,True,True,False,True,False,False,100303.0,2559.0,-14.07,False,1.36,1.42,1.18,False,3,True,-0.78,2.96,False,False,
6517,6517.T,デンヨー,2023-04,CONTINUE,3,58.31,97.14,True,True,38.83,2023-02,1581.0,1895.0,1895.0,19.86,1544.68,1504.81,1533.8,True,True,True,False,True,True,False,13387.0,1763.0,-10.32,False,1.6,1.41,0.9,True,3,True,-0.99,0.38,False,False,
9830,9830.T,トラスコ中山,2023-04,CONTINUE,8,44.89,83.42,True,True,38.53,2022-09,1992.0,2353.0,2353.0,18.12,1965.12,1885.79,2169.86,True,True,False,False,True,True,False,117667.0,3080.0,-35.32,False,1.47,2.35,1.1,False,4,True,-9.91,1.9,False,False,
5269,5269.T,日本コンクリート工業,2023-04,CONTINUE,3,35.76,74.0,False,True,38.24,2023-02,241.0,258.0,258.0,7.05,228.92,227.09,253.02,True,True,False,False,True,False,False,43453.0,314.0,-23.25,False,1.71,1.93,1.27,False,4,True,-9.1,3.1,False,False,
9409,9409.T,テレビ朝日ホールディングス,2023-04,CONTINUE,3,50.0,87.98,False,True,37.98,2023-02,1453.0,1567.0,1567.0,7.85,1367.16,1343.79,1415.79,True,True,True,False,True,False,False,199290.0,1692.0,-14.13,False,1.86,2.68,1.45,False,3,True,-1.24,4.32,False,False,
6744,6744.T,能美防災,2023-04,CONTINUE,4,38.27,76.24,True,True,37.97,2023-01,1717.0,1749.0,1749.0,1.86,1604.68,1590.89,1688.63,True,True,True,False,True,False,False,53410.0,2142.0,-19.84,False,1.18,1.43,0.92,True,3,True,-3.51,4.59,True,False,
417A,417A.T,ブルーゾーンホールディングス,2023-04,CONTINUE,7,62.22,100.0,True,False,37.78,2022-10,1294.0,1424.0,1424.0,10.05,1292.4,1299.65,1311.04,True,False,False,False,False,True,False,299350.0,1462.0,-11.49,False,1.36,1.29,0.88,True,4,False,-1.89,-0.32,False,False,
2270,2270.T,雪印メグミルク,2023-04,CONTINUE,7,46.29,84.05,True,True,37.76,2022-10,1620.0,1951.0,1951.0,20.43,1664.28,1738.31,1854.51,False,False,False,False,False,False,False,245487.0,2296.0,-29.44,False,1.56,1.43,0.91,True,4,False,-17.89,-0.77,False,False,
6460,6460.T,セガサミーホールディングス,2023-04,CONTINUE,3,62.45,100.0,False,True,37.55,2023-02,2328.0,2536.0,2536.0,8.93,2178.32,1988.44,2069.23,True,True,True,False,True,True,False,1315443.0,2445.0,-4.79,False,0.69,3.3,0.85,True,1,True,12.82,5.08,False,False,
4462,4462.T,石原ケミカル,2023-04,CONTINUE,3,60.69,97.86,False,True,37.17,2023-02,1325.0,1502.0,1502.0,13.36,1288.96,1252.63,1270.17,True,True,True,False,True,True,True,9130.0,1376.0,-3.71,False,1.24,1.37,0.85,True,1,True,2.78,0.78,False,False,
9509,9509.T,北海道電力,2023-04,CONTINUE,3,52.2,89.19,True,True,36.99,2023-02,472.0,512.0,512.0,8.47,473.24,456.05,476.33,False,True,False,False,True,True,False,648577.0,546.0,-13.55,False,0.95,1.5,0.85,True,4,True,-3.97,-0.14,False,False,
6250,6250.T,やまびこ,2023-04,CONTINUE,4,50.55,87.36,False,True,36.82,2023-01,1133.0,1341.0,1341.0,18.36,1096.92,1122.35,1172.99,True,True,False,False,False,False,False,101867.0,1529.0,-25.9,False,0.79,1.21,0.91,True,4,True,-4.54,2.16,False,False,
7637,7637.T,白銅,2023-04,CONTINUE,3,49.61,86.41,True,False,36.8,2023-02,2613.0,2643.0,2643.0,1.15,2581.48,2515.08,2492.12,True,True,True,True,True,True,True,9590.0,2750.0,-4.98,False,0.87,1.4,0.88,True,2,True,1.27,-0.37,False,False,
2359,2359.T,コア,2023-04,CONTINUE,4,57.39,94.0,True,True,36.61,2023-01,1519.0,1690.0,1690.0,11.26,1462.44,1451.79,1461.41,True,True,True,False,True,True,False,7203.0,1629.0,-6.75,False,1.49,1.91,1.3,False,3,False,2.44,1.97,True,False,
1980,1980.T,ダイダン,2023-04,CONTINUE,3,56.36,92.91,True,True,36.54,2023-02,397.0,409.0,409.0,3.02,371.43,362.93,358.29,True,True,True,True,True,True,True,150160.0,398.83,-0.46,False,1.77,1.81,1.08,False,2,True,8.71,2.79,False,False,
5262,5262.T,日本ヒューム,2023-04,CONTINUE,3,61.69,97.95,True,True,36.26,2023-02,345.5,394.0,394.0,14.04,333.42,324.8,328.49,True,True,True,False,True,True,False,36527.0,369.0,-6.37,False,0.98,1.55,0.95,True,1,True,0.88,-0.25,False,False,
8881,8881.T,日神グループホールディングス,2023-04,CONTINUE,4,39.02,75.0,False,True,35.98,2023-01,456.0,468.0,468.0,2.63,438.8,433.09,437.57,True,True,True,False,True,True,False,110313.0,513.0,-11.11,False,1.13,1.07,1.16,False,3,True,1.09,2.61,False,False,
3431,3431.T,宮地エンジニアリンググループ,2023-04,CONTINUE,4,64.04,100.0,False,False,35.96,2023-01,900.0,973.75,973.75,8.19,885.95,853.18,840.83,True,True,True,True,True,True,True,34360.0,947.5,-5.01,False,0.83,1.76,1.02,False,1,True,9.52,1.89,False,False,
4212,4212.T,積水樹脂,2023-04,CONTINUE,9,64.16,100.0,True,False,35.84,2022-08,1726.0,2176.0,2176.0,26.07,1714.48,1704.55,1854.06,True,True,False,False,False,False,False,51883.0,2373.0,-27.27,False,0.95,1.36,1.02,False,4,False,-8.47,2.05,True,False,
8283,8283.T,ＰＡＬＴＡＣ,2023-04,CONTINUE,7,64.2,100.0,True,False,35.8,2022-10,4230.0,5200.0,5200.0,22.93,4264.0,4213.73,4347.75,False,True,False,False,True,True,False,93860.0,5280.0,-19.89,False,1.44,2.24,0.89,True,4,False,-4.71,-0.32,False,False,
4097,4097.T,高圧ガス工業,2023-04,CONTINUE,4,56.99,92.73,True,True,35.74,2023-01,662.0,742.0,742.0,12.08,652.0,646.79,652.42,True,True,True,False,False,True,False,29210.0,777.0,-14.8,False,1.09,1.63,0.95,True,3,False,-0.24,1.44,True,False,
3696,3696.T,セレス,2023-04,CONTINUE,6,51.42,86.88,True,True,35.46,2022-11,958.0,1430.0,1430.0,49.27,938.52,1002.92,1230.49,True,False,False,False,True,False,False,253927.0,2750.0,-65.16,False,0.9,4.5,0.84,True,4,True,-31.22,4.92,False,False,
4072,4072.T,電算システムホールディングス,2023-04,CONTINUE,3,47.44,82.86,False,True,35.43,2023-02,2514.0,2667.0,2667.0,6.09,2299.92,2246.73,2304.53,True,True,True,False,True,True,False,21913.0,2797.0,-10.12,False,0.99,2.63,0.99,True,3,True,2.86,6.1,False,False,
6586,6586.T,マキタ,2023-04,CONTINUE,7,45.76,81.08,True,True,35.32,2022-10,2720.0,3820.0,3820.0,40.44,2808.14,3121.89,3589.99,False,False,False,False,False,False,False,1369677.0,5910.0,-53.98,False,1.36,2.38,0.94,True,4,False,-31.23,0.23,False,False,
6849,6849.T,日本光電工業,2023-04,CONTINUE,9,64.71,100.0,True,True,35.29,2022-08,1597.5,1880.0,1880.0,17.68,1533.96,1505.7,1547.38,True,True,True,False,True,True,False,428413.0,2072.5,-22.92,False,1.17,2.0,1.06,False,3,True,-1.93,1.31,True,False,
1870,1870.T,矢作建設工業,2023-04,CONTINUE,3,61.66,96.88,True,True,35.22,2023-02,830.0,859.0,859.0,3.49,802.56,767.93,770.05,True,True,True,False,True,True,True,17783.0,838.0,-0.95,False,0.93,1.36,0.88,True,1,True,6.24,1.04,False,False,
9991,9991.T,ジェコス,2023-04,CONTINUE,5,64.78,100.0,False,False,35.22,2022-12,837.0,890.0,890.0,6.33,804.84,802.35,811.9,True,True,True,False,True,False,False,19777.0,859.0,-2.56,False,1.46,1.53,1.17,False,1,True,3.74,2.8,False,False,
2815,2815.T,アリアケジャパン,2023-04,CONTINUE,5,47.47,82.55,True,True,35.08,2022-12,4365.0,5500.0,5500.0,26.0,4548.0,4810.13,5004.8,False,False,False,False,False,False,False,70460.0,6520.0,-33.05,False,0.64,1.63,1.02,False,4,False,-19.89,-3.56,False,False,
7276,7276.T,小糸製作所,2023-04,CONTINUE,9,43.01,77.92,True,True,34.9,2022-08,2392.5,2615.0,2615.0,9.3,2315.5,2296.77,2654.74,True,True,False,False,True,True,False,937667.0,3690.0,-35.16,False,0.78,2.31,0.94,True,4,True,-15.72,-0.48,False,False,
7867,7867.T,タカラトミー,2023-04,CONTINUE,3,65.24,100.0,False,True,34.76,2023-02,1331.0,1533.0,1533.0,15.18,1283.96,1255.93,1294.96,True,True,True,False,True,True,True,247333.0,1512.0,-11.97,False,0.94,1.86,0.82,True,1,True,3.44,1.22,False,False,
8708,8708.T,アイザワ証券グループ,2023-04,CONTINUE,8,27.06,61.82,True,False,34.76,2022-09,643.0,700.0,700.0,8.86,649.04,674.33,779.89,False,False,False,False,False,False,False,37120.0,1217.0,-47.17,False,2.02,2.31,1.06,False,4,False,-24.3,-1.28,False,False,
3501,3501.T,ＳＵＭＩＮＯＥ,2023-04,CONTINUE,7,65.55,100.0,True,True,34.45,2022-10,888.5,1117.5,1117.5,25.77,874.58,867.21,885.75,True,True,True,False,True,True,True,32013.0,1018.0,-12.72,False,0.9,1.56,1.01,False,1,True,0.36,-1.31,False,False,
1930,1930.T,北陸電気工事,2023-04,CONTINUE,3,50.72,85.05,True,True,34.33,2023-02,773.0,826.0,826.0,6.86,724.2,686.89,722.88,True,True,True,False,True,True,False,32350.0,833.0,-7.2,False,1.17,2.21,0.99,True,1,True,2.73,3.83,False,False,
7421,7421.T,カッパ・クリエイト,2023-04,CONTINUE,3,62.18,96.48,True,True,34.3,2023-02,1449.0,1510.0,1510.0,4.21,1422.84,1398.71,1409.3,True,True,True,False,True,True,True,73403.0,1491.0,-2.82,False,1.18,0.98,0.82,True,1,True,3.23,-0.41,False,False,
8065,8065.T,佐藤商事,2023-04,CONTINUE,6,65.71,100.0,False,False,34.29,2022-11,1196.0,1435.0,1435.0,19.98,1170.48,1159.39,1150.84,True,True,True,True,True,True,True,24487.0,1251.0,-4.4,False,0.75,1.64,0.78,True,1,True,1.55,0.76,False,False,
9319,9319.T,中央倉庫,2023-04,CONTINUE,3,65.72,100.0,True,False,34.28,2023-02,1010.0,1085.0,1085.0,7.43,978.44,947.87,956.43,True,True,True,False,True,True,True,29970.0,1030.0,-1.94,False,1.37,1.36,1.05,False,1,True,4.06,0.83,False,False,
1969,1969.T,高砂熱学工業,2023-04,CONTINUE,8,63.74,97.82,True,True,34.08,2022-09,850.5,1138.0,1138.0,33.8,830.56,821.37,868.78,True,True,False,False,True,True,False,215533.0,1121.5,-24.16,False,1.68,1.7,1.06,False,4,True,-6.37,1.06,False,False,
4765,4765.T,ＳＢＩグローバルアセットマネジメント,2023-04,CONTINUE,4,31.44,65.35,True,True,33.91,2023-01,464.0,501.0,501.0,7.97,458.12,455.71,491.07,True,True,False,False,True,False,False,152417.0,648.0,-28.4,False,2.2,1.72,1.1,False,4,True,-10.49,0.66,False,False,
1941,1941.T,中電工,2023-04,CONTINUE,3,53.75,87.63,True,True,33.89,2023-02,2157.0,2225.0,2225.0,3.15,2112.6,2083.75,2099.91,True,True,True,False,True,True,True,60857.0,2198.0,-1.87,False,1.03,0.85,0.89,True,2,True,1.8,0.76,False,False,
3182,3182.T,オイシックス・ラ・大地,2023-04,CONTINUE,7,49.68,83.54,True,False,33.86,2022-10,1683.0,2530.0,2530.0,50.33,1720.04,1808.72,2181.33,False,False,False,False,False,True,False,426967.0,5160.0,-67.38,False,1.21,4.11,1.04,False,4,False,-29.94,0.66,False,False,
6763,6763.T,帝国通信工業,2023-04,NEW,1,61.9,95.71,False,True,33.8,2023-04,1552.0,1552.0,1552.0,0.0,1517.56,1482.69,1451.46,True,True,True,True,True,True,True,11967.0,1579.0,-1.71,False,1.29,1.4,0.92,True,2,True,6.39,-0.36,False,False,
5451,5451.T,ヨドコウ,2023-04,CONTINUE,7,52.67,86.45,False,False,33.78,2022-10,484.2,567.8,567.8,17.27,484.7,485.45,492.88,False,False,False,False,False,True,False,228900.0,565.6,-14.39,False,1.1,1.8,0.73,True,4,False,-1.47,-0.84,False,False,
7893,7893.T,プロネクサス,2023-04,CONTINUE,3,38.57,72.22,True,True,33.65,2023-02,984.0,998.0,998.0,1.42,975.6,961.04,1010.8,True,True,False,False,True,True,False,37150.0,1176.0,-16.33,False,0.93,0.89,1.01,False,4,True,-4.96,0.23,False,False,
7840,7840.T,フランスベッドホールディングス,2023-04,CONTINUE,3,66.37,100.0,False,False,33.63,2023-02,999.0,1080.0,1080.0,8.11,981.48,949.43,927.0,True,True,True,True,True,True,True,27760.0,1004.0,-0.5,False,1.08,0.87,0.91,True,2,True,7.9,0.23,False,False,
8098,8098.T,稲畑産業,2023-04,CONTINUE,3,66.37,100.0,False,True,33.63,2023-02,2685.0,2763.0,2763.0,2.91,2542.24,2432.52,2378.06,True,True,True,True,True,True,True,117367.0,2695.0,-0.37,False,1.24,1.51,0.88,True,2,True,13.37,-1.16,False,False,
9997,9997.T,ベルーナ,2023-04,NEW,1,51.41,85.0,True,True,33.59,2023-04,745.0,745.0,745.0,0.0,709.92,696.01,710.57,True,True,True,False,True,True,False,178807.0,835.0,-10.78,False,0.62,1.24,0.91,True,3,True,2.19,0.36,False,False,
8282,8282.T,ケーズホールディングス,2023-04,NEW,1,45.82,79.28,False,True,33.46,2023-04,1205.0,1205.0,1205.0,0.0,1174.6,1171.43,1197.79,True,True,True,False,False,True,False,946490.0,1444.0,-16.55,False,1.23,1.34,0.92,True,3,False,-0.73,0.7,False,False,
8133,8133.T,伊藤忠エネクス,2023-04,CONTINUE,3,66.57,100.0,False,True,33.43,2023-02,1112.0,1162.0,1162.0,4.5,1092.64,1050.76,1052.41,True,True,True,False,True,True,True,93243.0,1122.0,-0.89,False,1.21,1.06,0.86,True,2,True,6.11,0.77,False,False,
3034,3034.T,クオールホールディングス,2023-04,NEW,1,48.29,81.6,True,True,33.3,2023-04,1243.0,1243.0,1243.0,0.0,1191.84,1174.15,1213.12,True,True,True,False,True,True,False,90853.0,1517.0,-18.06,False,0.8,1.39,1.06,False,3,True,3.55,2.7,True,False,
2209,2209.T,井村屋グループ,2023-04,CONTINUE,3,51.96,85.0,True,True,33.04,2023-02,2227.0,2315.0,2315.0,3.95,2227.4,2229.73,2248.33,False,False,False,False,False,True,False,7247.0,2371.0,-6.07,False,1.1,0.59,0.7,True,4,False,-2.97,-1.42,False,False,
7245,7245.T,大同メタル工業,2023-04,CONTINUE,3,33.73,66.67,True,True,32.94,2023-02,523.0,525.0,525.0,0.38,501.64,489.97,509.99,True,True,True,False,True,True,False,59367.0,656.0,-20.27,False,1.22,1.38,1.0,False,3,True,-1.4,3.47,False,False,
