code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,high52_price,high52_distance_pct,high52_breakout,volume_ratio_5_30,atr14_pct,atr_ratio_10_20,vcp_tight,stage,supertrend_up,rsr_score,rsr_momentum,mvp_signal,cosmos_focus,cosmos_focus_type,sector,industry,quote_type,exit_month,exit_price,return_at_exit_pct,per,forward_per,pbr,book_value,forward_annual_dividend,trailing_annual_dividend,dividend_change_pct,dividend_yield_pct,payout_ratio_pct,roe_pct,roa_pct,profit_margin_pct,operating_margin_pct,revenue_growth_pct,earnings_growth_pct,current_ratio,quick_ratio,debt_to_equity_pct,equity_ratio_pct,market_cap_oku,enterprise_value_oku,operating_cashflow_oku,free_cashflow_oku,total_cash_oku,total_debt_oku,ebitda_oku,beta,shares_outstanding_million,data_completeness_pct,next_earnings_date,earnings_date_start,earnings_date_end,ex_dividend_date,last_dividend_date,signal_version,monthly_rsi14,monthly_rsi_ma5,monthly_rsi14_up,monthly_rsi_ma5_up,monthly_rsi_spread
1433,1433.T,ベステラ,2022-07,OUT,1,42.45,43.15,False,True,0.7,2022-07,1186.0,1186.0,1186.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08,1127.0,-4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,43.15,42.45,True,False,0.7
1434,1434.T,ＪＥＳＣＯホールディングス,2022-07,OUT,2,48.29,49.09,True,False,0.8,2022-06,482.0,477.0,477.0,-1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08,471.0,-2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,49.09,48.29,False,True,0.8
1711,1711.T,ＳＤＳホールディングス,2022-07,OUT,2,52.7,53.34,False,False,0.65,2022-06,581.0,531.0,531.0,-8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08,455.0,-21.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,53.34,52.7,False,False,0.65
1716,1716.T,第一カッター興業,2022-07,OUT,1,55.05,55.78,True,True,0.73,2022-07,1349.0,1349.0,1349.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08,1294.0,-4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,55.78,55.05,True,True,0.73
1719,1719.T,安藤・間,2022-07,OUT,1,55.45,56.84,False,True,1.39,2022-07,895.0,895.0,895.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08,865.0,-3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,56.84,55.45,True,False,1.39
1762,1762.T,高松コンストラクショングループ,2022-07,OUT,1,47.57,49.27,True,True,1.7,2022-07,2126.0,2126.0,2126.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08,1916.0,-9.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,49.27,47.57,True,True,1.7
1812,1812.T,鹿島建設,2022-07,OUT,2,52.9,54.13,False,False,1.23,2022-06,1557.0,1516.0,1516.0,-2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08,1469.0,-5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,54.13,52.9,False,False,1.23
1815,1815.T,鉄建建設,2022-07,OUT,1,40.3,41.11,False,True,0.81,2022-07,1821.0,1821.0,1821.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08,1789.0,-1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,41.11,40.3,True,False,0.81
1850,1850.T,南海辰村建設,2022-07,OUT,6,52.22,59.35,True,True,7.12,2022-02,326.0,370.0,370.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08,324.0,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,59.35,52.22,True,True,7.12
1861,1861.T,熊谷組,2022-07,OUT,2,47.47,50.55,False,True,3.09,2022-06,687.75,707.0,707.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08,666.75,-3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,50.55,47.47,True,False,3.09
