code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,high52_price,high52_distance_pct,high52_breakout,volume_ratio_5_30,atr14_pct,atr_ratio_10_20,vcp_tight,stage,supertrend_up,rsr_score,rsr_momentum,mvp_signal,cosmos_focus,cosmos_focus_type,signal_version,monthly_rsi14,monthly_rsi_ma5,monthly_rsi14_up,monthly_rsi_ma5_up,monthly_rsi_spread
2872,2872.T,セイヒョー,2022-05,CONTINUE,6,61.39,91.54,True,True,30.15,2021-12,1070.0,2510.0,2510.0,134.58,1062.2,1066.4,,True,True,,,False,False,,510.0,,,,1.18,0.41,0.85,True,1,False,,,,False,,tv_wilder_rsi14_sma5_v1,91.54,61.39,True,True,30.15
7901,7901.T,マツモト,2022-05,CONTINUE,2,43.89,66.92,True,True,23.03,2022-04,688.33,1040.0,1040.0,51.09,629.83,624.96,,True,True,,,True,False,,3500.0,,,,0.77,3.44,1.31,False,1,True,,,,False,,tv_wilder_rsi14_sma5_v1,66.92,43.89,True,True,23.03
6651,6651.T,日東工業,2022-05,NEW,1,44.88,61.13,True,True,16.25,2022-05,2203.0,2203.0,2203.0,0.0,1826.64,1654.29,1656.88,True,True,True,False,True,True,,175150.0,,,,1.73,4.25,0.94,True,1,True,,,,False,,tv_wilder_rsi14_sma5_v1,61.13,44.88,True,True,16.25
6156,6156.T,エーワン精密,2022-05,CONTINUE,4,63.88,79.33,True,True,15.45,2022-02,1420.0,1875.0,1875.0,32.04,1404.44,1404.43,,True,True,,,True,True,,2403.0,,,,1.11,0.75,1.3,False,1,False,,,,False,,tv_wilder_rsi14_sma5_v1,79.33,63.88,True,True,15.45
3997,3997.T,トレードワークス,2022-05,CONTINUE,3,40.63,55.98,True,True,15.35,2022-03,95.8,146.6,146.6,53.03,84.37,87.52,,True,True,,,False,False,,361833.0,,,,0.53,4.46,1.12,False,1,True,,,,False,,tv_wilder_rsi14_sma5_v1,55.98,40.63,True,True,15.35
8139,8139.T,ナガホリ,2022-05,CONTINUE,3,70.49,85.4,True,True,14.92,2022-03,540.0,794.0,794.0,47.04,313.0,253.27,,True,True,,,True,True,,796110.0,,,,2.24,8.76,1.43,False,1,True,,,,False,,tv_wilder_rsi14_sma5_v1,85.4,70.49,True,True,14.92
2700,2700.T,木徳神糧,2022-05,CONTINUE,3,65.51,80.36,True,True,14.86,2022-03,775.0,915.0,915.0,18.06,748.76,727.33,,True,True,,,True,True,,9433.0,,,,0.77,1.61,0.61,True,1,True,,,,False,,tv_wilder_rsi14_sma5_v1,80.36,65.51,True,True,14.86
5726,5726.T,大阪チタニウムテクノロジーズ,2022-05,CONTINUE,6,59.62,73.74,True,True,14.12,2021-12,790.0,1947.0,1947.0,146.46,793.32,812.8,,False,False,,,False,True,,261307.0,,,,0.63,2.32,0.78,True,1,False,,,,False,,tv_wilder_rsi14_sma5_v1,73.74,59.62,True,True,14.12
6417,6417.T,ＳＡＮＫＹＯ,2022-05,CONTINUE,7,60.77,74.42,True,True,13.65,2021-11,578.8,856.0,856.0,47.89,581.98,567.75,,False,True,,,True,,,1478883.0,,,,1.11,1.81,0.78,True,1,False,,,,False,,tv_wilder_rsi14_sma5_v1,74.42,60.77,True,True,13.65
4044,4044.T,セントラル硝子,2022-05,CONTINUE,3,52.72,66.31,True,True,13.59,2022-03,2087.0,2808.0,2808.0,34.55,2052.48,2086.79,,True,True,,,False,True,,100893.0,,,,0.8,2.09,0.87,True,1,True,,,,False,,tv_wilder_rsi14_sma5_v1,66.31,52.72,True,True,13.59
7525,7525.T,リックス,2022-05,CONTINUE,6,56.39,69.72,True,True,13.33,2021-12,1493.0,1945.0,1945.0,30.27,1489.0,1501.17,,True,False,,,False,False,,4533.0,,,,1.55,1.24,0.93,True,1,True,,,,False,,tv_wilder_rsi14_sma5_v1,69.72,56.39,True,True,13.33
2169,2169.T,ＣＤＳ,2022-05,CONTINUE,3,63.55,76.83,True,True,13.28,2022-03,1646.0,2167.0,2167.0,31.65,1616.16,1606.51,,True,True,,,True,False,,6190.0,,,,0.76,2.0,0.92,True,1,True,,,,False,,tv_wilder_rsi14_sma5_v1,76.83,63.55,True,True,13.28
8202,8202.T,ラオックスホールディングス,2022-05,CONTINUE,3,42.92,56.06,True,True,13.14,2022-03,160.0,250.0,250.0,56.25,147.96,152.97,,True,True,,,True,False,,129203.0,,,,0.46,2.77,0.95,True,1,True,,,,False,,tv_wilder_rsi14_sma5_v1,56.06,42.92,True,True,13.14
4777,4777.T,ガーラ,2022-05,NEW,1,46.6,59.59,True,True,12.99,2022-05,342.0,342.0,342.0,0.0,232.52,206.21,224.26,True,True,True,False,True,True,,1993513.0,,,,3.21,13.32,1.73,False,1,True,,,,False,,tv_wilder_rsi14_sma5_v1,59.59,46.6,True,True,12.99
