code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,high52_price,high52_distance_pct,high52_breakout,volume_ratio_5_30,atr14_pct,atr_ratio_10_20,vcp_tight,stage,supertrend_up,rsr_score,rsr_momentum,mvp_signal,cosmos_focus,cosmos_focus_type,sector,industry,quote_type,exit_month,exit_price,return_at_exit_pct,per,forward_per,pbr,book_value,dividend_yield_pct,payout_ratio_pct,roe_pct,roa_pct,profit_margin_pct,operating_margin_pct,revenue_growth_pct,earnings_growth_pct,current_ratio,quick_ratio,debt_to_equity_pct,equity_ratio_pct,market_cap_oku,enterprise_value_oku,operating_cashflow_oku,free_cashflow_oku,total_cash_oku,total_debt_oku,ebitda_oku,beta,shares_outstanding_million,data_completeness_pct,next_earnings_date,earnings_date_start,earnings_date_end,ex_dividend_date,last_dividend_date
4662,4662.T,フォーカスシステムズ,2023-02,OUT,8,52.15,65.91,False,False,13.76,2022-07,930.0,1012.0,1012.0,8.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1003.0,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,4674.T,クレスコ,2023-02,OUT,1,41.14,63.57,False,True,22.43,2023-02,859.5,859.5,859.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,849.0,-1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4684,4684.T,オービック,2023-02,OUT,2,44.94,53.4,False,True,8.46,2023-01,4150.0,3988.0,3988.0,-3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,4180.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4687,4687.T,ＴＤＣソフト,2023-02,OUT,6,68.3,79.49,False,False,11.19,2022-09,619.0,757.0,757.0,22.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,743.5,20.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4751,4751.T,サイバーエージェント,2023-02,OUT,1,22.38,32.67,True,True,10.29,2023-02,1166.0,1166.0,1166.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1115.0,-4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,4768.T,大塚商会,2023-02,OUT,1,35.58,52.84,True,True,17.26,2023-02,2295.0,2295.0,2295.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,2342.5,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4784,4784.T,ＧＭＯインターネット,2023-02,OUT,2,57.14,59.57,True,False,2.43,2023-01,455.0,442.0,442.0,-2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,427.0,-6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4813,4813.T,ＡＣＣＥＳＳ,2023-02,OUT,9,67.29,88.01,True,True,20.72,2022-06,743.0,984.0,984.0,32.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,874.0,17.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4849,4849.T,エン,2023-02,OUT,5,38.09,60.71,True,True,22.62,2022-10,2589.0,2370.0,2370.0,-8.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,2279.0,-11.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4914,4914.T,高砂香料工業,2023-02,OUT,1,39.63,39.96,False,True,0.34,2023-02,507.0,507.0,507.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,523.4,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4922,4922.T,コーセーホールディングス,2023-02,OUT,13,58.37,63.69,True,False,5.32,2022-02,13130.0,15390.0,15390.0,17.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,15680.0,19.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4985,4985.T,アース製薬,2023-02,OUT,1,21.41,23.13,False,True,1.72,2023-02,4795.0,4795.0,4795.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,4735.0,-1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5076,5076.T,インフロニア・ホールディングス,2023-02,OUT,3,47.93,71.3,False,True,23.37,2022-12,1001.0,1033.0,1033.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1022.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101,5101.T,横浜ゴム,2023-02,OUT,1,67.92,70.26,True,True,2.34,2023-02,2584.0,2584.0,2584.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,2797.0,8.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5105,5105.T,ＴＯＹＯＴＩＲＥ,2023-02,OUT,1,43.83,53.93,False,True,10.1,2023-02,1612.0,1612.0,1612.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1545.0,-4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5108,5108.T,ブリヂストン,2023-02,OUT,1,53.61,64.65,True,True,11.04,2023-02,2612.5,2612.5,2612.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,2683.5,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,5110.T,住友ゴム工業,2023-02,OUT,1,54.53,61.4,True,True,6.87,2023-02,1226.0,1226.0,1226.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1196.0,-2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5185,5185.T,フコク,2023-02,OUT,1,56.26,73.22,False,True,16.96,2023-02,1080.0,1080.0,1080.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1028.0,-4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186,5186.T,ニッタ,2023-02,OUT,1,52.35,72.67,False,True,20.32,2023-02,2999.0,2999.0,2999.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,2931.0,-2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5208,5208.T,有沢製作所,2023-02,OUT,1,70.43,98.86,False,True,28.44,2023-02,1400.0,1400.0,1400.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1254.0,-10.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5302,5302.T,日本カーボン,2023-02,OUT,4,49.87,60.21,False,False,10.34,2022-11,4335.0,4165.0,4165.0,-3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,4100.0,-5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5310,5310.T,東洋炭素,2023-02,OUT,6,70.58,88.89,True,True,18.3,2022-09,3285.0,4475.0,4475.0,36.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,4105.0,24.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5344,5344.T,ＭＡＲＵＷＡ,2023-02,OUT,1,53.47,62.26,False,True,8.79,2023-02,17500.0,17500.0,17500.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,18360.0,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5408,5408.T,中山製鋼所,2023-02,OUT,7,95.81,100.0,True,False,4.19,2022-08,549.0,1149.0,1149.0,109.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,973.0,77.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5423,5423.T,東京製鐵,2023-02,OUT,1,53.42,68.39,False,True,14.97,2023-02,1503.0,1503.0,1503.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1366.0,-9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5631,5631.T,日本製鋼所,2023-02,OUT,2,23.48,36.0,False,False,12.52,2023-01,2749.0,2559.0,2559.0,-6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,2479.0,-9.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5715,5715.T,古河機械金属,2023-02,OUT,5,60.5,84.31,False,True,23.82,2022-10,1305.0,1388.0,1388.0,6.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1277.0,-2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5851,5851.T,リョービ,2023-02,OUT,1,69.95,72.1,True,True,2.14,2023-02,1517.0,1517.0,1517.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1539.0,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5976,5976.T,高周波熱錬,2023-02,OUT,1,68.15,70.53,False,True,2.38,2023-02,681.0,681.0,681.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,695.0,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6078,6078.T,バリューＨＲ,2023-02,OUT,2,57.36,62.41,False,False,5.06,2023-01,1724.0,1616.0,1616.0,-6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1580.0,-8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6088,6088.T,シグマクシス・ホールディングス,2023-02,OUT,9,42.87,48.53,False,False,5.65,2022-06,543.0,557.5,557.5,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,567.0,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6098,6098.T,リクルートホールディングス,2023-02,OUT,2,27.41,32.62,False,False,5.22,2023-01,4144.0,3704.0,3704.0,-10.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,3650.0,-11.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6099,6099.T,エラン,2023-02,OUT,1,48.42,50.6,True,True,2.18,2023-02,1078.0,1078.0,1078.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1049.0,-2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6135,6135.T,牧野フライス製作所,2023-02,OUT,1,67.83,73.24,False,True,5.41,2023-02,4930.0,4930.0,4930.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,4855.0,-1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6143,6143.T,ソディック,2023-02,OUT,1,43.48,52.59,False,True,9.11,2023-02,765.0,765.0,765.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,760.0,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6196,6196.T,ストライクグループ,2023-02,OUT,5,35.52,47.95,True,False,12.43,2022-10,1531.67,1265.0,1265.0,-17.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1268.33,-17.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240,6240.T,ヤマシンフィルタ,2023-02,OUT,8,41.05,55.03,False,False,13.98,2022-07,330.0,399.0,399.0,20.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,340.0,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6278,6278.T,ユニオンツール,2023-02,OUT,1,35.41,45.45,False,True,10.05,2023-02,3230.0,3230.0,3230.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,3295.0,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6284,6284.T,日精エー  ･エス  ･ビー機械,2023-02,OUT,1,68.44,85.38,False,True,16.94,2023-02,4330.0,4330.0,4330.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,3920.0,-9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6289,6289.T,技研製作所,2023-02,OUT,5,23.44,27.83,False,False,4.39,2022-10,3210.0,2800.0,2800.0,-12.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,2775.0,-13.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6310,6310.T,井関農機,2023-02,OUT,8,39.34,53.31,False,True,13.97,2022-07,1203.0,1189.0,1189.0,-1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1190.0,-1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6324,6324.T,ハーモニック・ドライブ・システムズ,2023-02,OUT,1,49.83,55.89,True,True,6.06,2023-02,4835.0,4835.0,4835.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,4395.0,-9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6330,6330.T,東洋エンジニアリング,2023-02,OUT,1,39.93,60.98,False,True,21.04,2023-02,587.0,587.0,587.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,565.0,-3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6333,6333.T,ＴＥＩＫＯＫＵ,2023-02,OUT,5,79.91,92.79,True,True,12.88,2022-10,1979.0,2667.0,2667.0,34.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,2452.0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6340,6340.T,澁谷工業,2023-02,OUT,8,32.75,48.51,False,False,15.76,2022-07,2487.0,2397.0,2397.0,-3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,2497.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6370,6370.T,栗田工業,2023-02,OUT,9,57.26,71.93,True,True,14.67,2022-06,4910.0,6160.0,6160.0,25.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,6040.0,23.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6376,6376.T,日機装,2023-02,OUT,1,58.89,61.24,False,True,2.35,2023-02,967.0,967.0,967.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,940.0,-2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6412,6412.T,平和,2023-02,OUT,9,75.13,77.57,True,True,2.43,2022-06,2013.0,2555.0,2555.0,26.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,2629.0,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6413,6413.T,理想科学工業,2023-02,OUT,1,56.66,59.75,True,True,3.09,2023-02,1239.0,1239.0,1239.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1153.5,-6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6417,6417.T,ＳＡＮＫＹＯ,2023-02,OUT,4,87.37,90.31,True,True,2.94,2022-11,1072.0,1110.0,1110.0,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1106.0,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,6432.T,竹内製作所,2023-02,OUT,8,54.51,64.2,True,True,9.69,2022-07,2555.0,2907.0,2907.0,13.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,2932.0,14.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,6436.T,アマノ,2023-02,OUT,1,46.34,59.78,False,True,13.44,2023-02,2517.0,2517.0,2517.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,2495.0,-0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6454,6454.T,マックス,2023-02,OUT,1,59.1,66.92,True,True,7.82,2023-02,541.5,541.5,541.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,530.0,-2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6464,6464.T,ツバキ・ナカシマ,2023-02,OUT,8,36.57,46.47,False,True,9.9,2022-07,943.0,1095.0,1095.0,16.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,955.0,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6471,6471.T,日本精工,2023-02,OUT,1,51.95,60.83,True,True,8.88,2023-02,754.0,754.0,754.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,756.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6473,6473.T,ジェイテクト,2023-02,OUT,1,50.9,64.72,True,True,13.82,2023-02,1017.0,1017.0,1017.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1021.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6498,6498.T,キッツ,2023-02,OUT,1,63.49,65.2,True,True,1.71,2023-02,885.0,885.0,885.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,928.0,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6504,6504.T,富士電機,2023-02,OUT,1,38.91,48.95,False,True,10.04,2023-02,5260.0,5260.0,5260.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,5200.0,-1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6523,6523.T,ＰＨＣホールディングス,2023-02,OUT,2,36.09,51.14,True,True,15.04,2023-01,1533.0,1440.0,1440.0,-6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1432.0,-6.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6594,6594.T,ニデック,2023-02,OUT,1,17.73,27.18,False,True,9.46,2023-02,3448.0,3448.0,3448.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,3422.5,-0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6616,6616.T,トレックス・セミコンダクター,2023-02,OUT,2,39.58,46.88,True,True,7.29,2023-01,2691.0,2440.0,2440.0,-9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,2388.0,-11.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6620,6620.T,宮越ホールディングス,2023-02,OUT,2,39.1,42.51,True,False,3.41,2023-01,916.0,805.0,805.0,-12.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,831.0,-9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6630,6630.T,ヤーマン,2023-02,OUT,1,63.15,80.48,True,True,17.34,2023-02,1570.0,1570.0,1570.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1188.0,-24.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6638,6638.T,ミマキエンジニアリング,2023-02,OUT,1,30.17,33.18,False,True,3.01,2023-02,592.0,592.0,592.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,669.0,13.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6644,6644.T,大崎電気工業,2023-02,OUT,1,64.14,81.82,False,True,17.68,2023-02,535.0,535.0,535.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,532.0,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6652,6652.T,ＩＤＥＣ,2023-02,OUT,2,59.71,65.88,True,True,6.17,2023-01,3075.0,3265.0,3265.0,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,3435.0,11.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6702,6702.T,富士通,2023-02,OUT,2,44.77,66.02,False,False,21.25,2023-01,1851.0,1752.0,1752.0,-5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1783.5,-3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6706,6706.T,電気興業,2023-02,OUT,1,44.75,54.01,True,True,9.25,2023-02,2247.0,2247.0,2247.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,2234.0,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6728,6728.T,アルバック,2023-02,OUT,6,37.81,51.85,False,False,14.04,2022-09,5130.0,5220.0,5220.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,5750.0,12.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6762,6762.T,ＴＤＫ,2023-02,OUT,1,50.76,54.09,False,True,3.33,2023-02,912.0,912.0,912.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,945.0,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6763,6763.T,帝国通信工業,2023-02,OUT,1,58.32,61.46,False,True,3.14,2023-02,1489.0,1489.0,1489.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1511.0,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6770,6770.T,アルプスアルパイン,2023-02,OUT,1,57.18,74.03,False,True,16.85,2023-02,1294.0,1294.0,1294.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1269.0,-1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6779,6779.T,日本電波工業,2023-02,OUT,7,40.46,47.75,False,False,7.28,2022-08,1529.0,1397.0,1397.0,-8.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1287.0,-15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6798,6798.T,ＳＭＫ,2023-02,OUT,1,57.68,62.72,True,True,5.04,2023-02,2562.0,2562.0,2562.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,2462.0,-3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6804,6804.T,ホシデン,2023-02,OUT,1,76.86,81.48,True,True,4.62,2023-02,1666.0,1666.0,1666.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1610.0,-3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6807,6807.T,日本航空電子工業,2023-02,OUT,1,57.11,61.36,False,True,4.26,2023-02,2260.0,2260.0,2260.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,2298.0,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6844,6844.T,新電元工業,2023-02,OUT,1,47.44,51.42,False,True,3.98,2023-02,3530.0,3530.0,3530.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,3345.0,-5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6845,6845.T,アズビル,2023-02,OUT,2,28.7,43.11,False,True,14.42,2023-01,910.0,885.0,885.0,-2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,902.5,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6941,6941.T,山一電機,2023-02,OUT,1,40.62,52.32,True,True,11.7,2023-02,1830.0,1830.0,1830.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1967.0,7.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6947,6947.T,図研,2023-02,OUT,1,46.76,50.55,True,True,3.79,2023-02,3505.0,3505.0,3505.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,3440.0,-1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6951,6951.T,日本電子,2023-02,OUT,1,28.14,42.02,True,True,13.88,2023-02,4240.0,4240.0,4240.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,4245.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6958,6958.T,日本シイエムケイ,2023-02,OUT,5,37.26,59.25,False,True,21.99,2022-10,536.0,494.0,494.0,-7.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,456.0,-14.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6962,6962.T,大真空,2023-02,OUT,2,22.69,31.59,True,True,8.9,2023-01,737.0,740.0,740.0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,727.0,-1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6965,6965.T,浜松ホトニクス,2023-02,OUT,6,45.65,59.23,False,False,13.58,2022-09,3100.0,3340.0,3340.0,7.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,3555.0,14.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6986,6986.T,双葉電子工業,2023-02,OUT,1,26.46,27.93,False,True,1.47,2023-02,562.0,562.0,562.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,520.0,-7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6997,6997.T,日本ケミコン,2023-02,OUT,1,61.07,66.67,True,True,5.6,2023-02,2181.0,2181.0,2181.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,2102.0,-3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7003,7003.T,三井Ｅ＆Ｓ,2023-02,OUT,1,57.77,65.98,True,True,8.21,2023-02,434.0,434.0,434.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,417.0,-3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7004,7004.T,カナデビア,2023-02,OUT,1,58.93,62.77,True,True,3.83,2023-02,905.0,905.0,905.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,866.0,-4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7013,7013.T,ＩＨＩ,2023-02,OUT,1,66.86,67.76,False,True,0.89,2023-02,505.0,505.0,505.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,474.29,-6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7034,7034.T,プロレド・パートナーズ,2023-02,OUT,10,19.79,52.87,True,True,33.08,2022-05,548.0,506.0,506.0,-7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,444.0,-18.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7071,7071.T,アンビスホールディングス,2023-02,OUT,5,57.56,85.29,False,True,27.73,2022-10,2887.0,3280.0,3280.0,13.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,3070.0,6.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7157,7157.T,ライフネット生命保険,2023-02,OUT,9,59.2,72.74,True,False,13.54,2022-06,831.0,1166.0,1166.0,40.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1162.0,39.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7167,7167.T,めぶきフィナンシャルグループ,2023-02,OUT,6,82.41,100.0,True,False,17.59,2022-09,282.0,366.0,366.0,29.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,324.0,14.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7181,7181.T,かんぽ生命保険,2023-02,OUT,1,77.23,98.0,False,True,20.77,2023-02,787.33,787.33,787.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,689.0,-12.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7184,7184.T,富山第一銀行,2023-02,OUT,1,91.41,96.47,False,True,5.06,2023-02,642.0,642.0,642.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,589.0,-8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7203,7203.T,トヨタ自動車,2023-02,OUT,1,40.84,48.77,False,True,7.93,2023-02,1862.5,1862.5,1862.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,1880.0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
