code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,high52_price,high52_distance_pct,high52_breakout,volume_ratio_5_30,atr14_pct,atr_ratio_10_20,vcp_tight,stage,supertrend_up,rsr_score,rsr_momentum,mvp_signal,cosmos_focus,cosmos_focus_type,signal_version,monthly_rsi14,monthly_rsi_ma5,monthly_rsi14_up,monthly_rsi_ma5_up,monthly_rsi_spread
5721,5721.T,エスクリプトエナジー,2025-03,CONTINUE,2,53.73,89.76,True,True,36.04,2025-02,25.0,116.0,116.0,364.0,22.84,21.87,22.51,True,True,True,False,True,True,True,945063.0,34.0,-26.47,False,1.66,7.14,1.09,False,1,True,14.0,8.23,False,False,,tv_wilder_rsi14_sma5_v1,89.76,53.73,True,True,36.04
3726,3726.T,フォーシーズＨＤ,2025-03,CONTINUE,4,63.79,86.08,True,True,22.28,2024-12,484.0,837.0,837.0,72.93,480.4,482.83,491.32,True,True,False,False,True,False,False,6087.0,537.0,-9.87,False,1.08,0.87,0.78,True,1,True,0.17,0.31,False,False,,tv_wilder_rsi14_sma5_v1,86.08,63.79,True,True,22.28
3823,3823.T,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,2025-03,CONTINUE,5,40.59,62.77,True,True,22.18,2024-11,32.0,105.0,105.0,228.12,29.4,29.87,35.16,True,True,False,False,True,False,False,633310.0,96.0,-66.67,False,3.72,5.58,1.18,False,4,True,-14.22,3.07,False,False,,tv_wilder_rsi14_sma5_v1,62.77,40.59,True,True,22.18
3931,3931.T,バリューゴルフ,2025-03,CONTINUE,2,44.11,64.59,True,True,20.48,2025-02,988.0,1404.0,1404.0,42.11,980.32,986.83,982.4,True,True,True,False,False,False,False,1233.0,1143.0,-13.56,False,1.44,0.6,0.89,True,3,False,-0.76,1.01,False,False,,tv_wilder_rsi14_sma5_v1,64.59,44.11,True,True,20.48
6822,6822.T,大井電気,2025-03,CONTINUE,3,50.65,69.6,True,True,18.95,2025-01,1807.0,2842.0,2842.0,57.28,1804.24,1817.11,1797.62,True,False,True,False,False,True,False,1447.0,2156.0,-16.19,False,0.54,0.7,1.05,False,3,True,-1.18,0.18,False,False,,tv_wilder_rsi14_sma5_v1,69.6,50.65,True,True,18.95
1491,1491.T,中外鉱業,2025-03,CONTINUE,6,71.33,89.88,True,True,18.56,2024-10,580.0,1420.0,1420.0,144.83,560.8,567.2,593.9,True,True,False,False,False,False,False,10140.0,720.0,-19.44,False,1.13,3.45,0.91,True,4,False,-2.62,1.13,False,False,,tv_wilder_rsi14_sma5_v1,89.88,71.33,True,True,18.56
2459,2459.T,アウンコンサルティング,2025-03,NEW,1,51.55,69.35,True,True,17.79,2025-03,296.0,296.0,296.0,0.0,247.4,200.19,191.47,True,True,True,True,True,True,True,1485697.0,550.0,-46.18,False,1.7,18.85,1.6,False,2,False,58.12,36.55,False,False,,tv_wilder_rsi14_sma5_v1,69.35,51.55,True,True,17.79
6786,6786.T,ＲＶＨ,2025-03,CONTINUE,2,39.86,56.73,True,True,16.87,2025-02,49.0,71.0,71.0,44.9,45.16,46.16,52.96,True,True,False,False,True,False,False,74747.0,72.0,-31.94,False,1.27,4.81,1.14,False,4,True,-9.45,6.02,False,False,,tv_wilder_rsi14_sma5_v1,56.73,39.86,True,True,16.87
9782,9782.T,ディーエムエス,2025-03,CONTINUE,6,65.57,81.82,True,True,16.25,2024-10,1738.0,2865.0,2865.0,64.84,1583.28,1602.6,1710.45,True,True,True,False,True,False,False,9847.0,1965.0,-11.55,False,0.73,3.41,1.04,False,3,True,1.52,5.83,False,False,,tv_wilder_rsi14_sma5_v1,81.82,65.57,True,True,16.25
5243,5243.T,ｎｏｔｅ,2025-03,CONTINUE,4,69.08,85.05,True,True,15.96,2024-12,511.0,1855.0,1855.0,263.01,486.76,492.48,543.15,True,True,False,False,True,False,False,74477.0,738.0,-30.76,False,1.18,2.42,1.06,False,4,True,-8.17,-0.45,False,False,,tv_wilder_rsi14_sma5_v1,85.05,69.08,True,True,15.96
