code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,sector,industry,quote_type,exit_month,exit_price,return_at_exit_pct,per,forward_per,pbr,book_value,dividend_yield_pct,payout_ratio_pct,roe_pct,roa_pct,profit_margin_pct,operating_margin_pct,revenue_growth_pct,earnings_growth_pct,current_ratio,quick_ratio,debt_to_equity_pct,equity_ratio_pct,market_cap_oku,enterprise_value_oku,operating_cashflow_oku,free_cashflow_oku,total_cash_oku,total_debt_oku,ebitda_oku,beta,shares_outstanding_million,data_completeness_pct
7942,7942.T,ＪＳＰ,2026-03,OUT,8,53.12,61.46,False,False,8.34,2025-08,1952.0,2275.0,2275.0,16.55,,,,,,,,,,,,,,,2026-04,2302.0,17.93,,,,,,,,,,,,,,,,,,,,,,,,,,
7947,7947.T,エフピコ,2026-03,OUT,3,33.89,41.98,False,False,8.09,2026-01,2637.0,2354.0,2354.0,-10.73,,,,,,,,,,,,,,,2026-04,2295.0,-12.97,,,,,,,,,,,,,,,,,,,,,,,,,,
7965,7965.T,象印マホービン,2026-03,OUT,2,49.09,50.38,True,False,1.28,2026-02,1640.0,1666.0,1666.0,1.59,,,,,,,,,,,,,,,2026-04,1570.0,-4.27,,,,,,,,,,,,,,,,,,,,,,,,,,
8005,8005.T,スクロール,2026-03,OUT,9,69.89,77.8,False,False,7.92,2025-07,1091.0,1330.0,1330.0,21.91,,,,,,,,,,,,,,,2026-04,1325.0,21.45,,,,,,,,,,,,,,,,,,,,,,,,,,
8011,8011.T,三陽商会,2026-03,OUT,5,61.37,70.67,False,False,9.3,2025-11,3385.0,3885.0,3885.0,14.77,,,,,,,,,,,,,,,2026-04,3860.0,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
8012,8012.T,長瀬産業,2026-03,OUT,9,76.66,82.58,False,False,5.92,2025-07,745.12,1155.0,1155.0,55.01,,,,,,,,,,,,,,,2026-04,1177.5,58.03,,,,,,,,,,,,,,,,,,,,,,,,,,
8016,8016.T,オンワードホールディングス,2026-03,OUT,9,57.07,60.99,False,False,3.92,2025-07,615.0,709.0,709.0,15.28,,,,,,,,,,,,,,,2026-04,737.0,19.84,,,,,,,,,,,,,,,,,,,,,,,,,,
8022,8022.T,美津濃,2026-03,OUT,9,57.53,64.79,False,False,7.26,2025-07,2766.0,3370.0,3370.0,21.84,,,,,,,,,,,,,,,2026-04,3310.0,19.67,,,,,,,,,,,,,,,,,,,,,,,,,,
8032,8032.T,日本紙パルプ商事,2026-03,OUT,9,74.94,78.08,False,False,3.14,2025-07,658.0,1034.0,1034.0,57.14,,,,,,,,,,,,,,,2026-04,1108.0,68.39,,,,,,,,,,,,,,,,,,,,,,,,,,
8043,8043.T,スターゼン,2026-03,OUT,5,66.06,66.46,False,False,0.4,2025-11,1252.0,1267.0,1267.0,1.2,,,,,,,,,,,,,,,2026-04,1136.0,-9.27,,,,,,,,,,,,,,,,,,,,,,,,,,
8050,8050.T,セイコーグループ,2026-03,OUT,8,70.35,72.4,False,False,2.05,2025-08,3235.0,5470.0,5470.0,69.09,,,,,,,,,,,,,,,2026-04,5830.0,80.22,,,,,,,,,,,,,,,,,,,,,,,,,,
8059,8059.T,第一実業,2026-03,OUT,9,62.88,73.66,False,False,10.79,2025-07,2566.0,3235.0,3235.0,26.07,,,,,,,,,,,,,,,2026-04,3195.0,24.51,,,,,,,,,,,,,,,,,,,,,,,,,,
8079,8079.T,正栄食品工業,2026-03,OUT,1,54.14,91.03,True,True,36.88,2026-03,4260.0,4260.0,4260.0,0.0,,,,,,,,,,,,,,,2026-04,4090.0,-3.99,,,,,,,,,,,,,,,,,,,,,,,,,,
8086,8086.T,ニプロ,2026-03,OUT,2,56.11,58.01,True,False,1.9,2026-02,1590.5,1552.0,1552.0,-2.42,,,,,,,,,,,,,,,2026-04,1519.0,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,
8097,8097.T,三愛オブリ,2026-03,OUT,11,73.69,76.98,False,False,3.29,2025-05,1741.0,2410.0,2410.0,38.43,,,,,,,,,,,,,,,2026-04,2305.0,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,
8098,8098.T,稲畑産業,2026-03,OUT,10,68.24,68.97,False,False,0.73,2025-06,3215.0,3950.0,3950.0,22.86,,,,,,,,,,,,,,,2026-04,3865.0,20.22,,,,,,,,,,,,,,,,,,,,,,,,,,
8125,8125.T,ワキタ,2026-03,OUT,5,53.83,62.05,False,False,8.22,2025-11,1910.0,1881.0,1881.0,-1.52,,,,,,,,,,,,,,,2026-04,1815.0,-4.97,,,,,,,,,,,,,,,,,,,,,,,,,,
8132,8132.T,シナネンホールディングス,2026-03,OUT,2,61.04,80.46,True,True,19.42,2026-02,7120.0,7770.0,7770.0,9.13,,,,,,,,,,,,,,,2026-04,6910.0,-2.95,,,,,,,,,,,,,,,,,,,,,,,,,,
8133,8133.T,伊藤忠エネクス,2026-03,OUT,1,65.55,73.74,False,True,8.19,2026-03,1991.0,1991.0,1991.0,0.0,,,,,,,,,,,,,,,2026-04,1918.0,-3.67,,,,,,,,,,,,,,,,,,,,,,,,,,
8153,8153.T,モスフードサービス,2026-03,OUT,2,81.66,86.41,True,True,4.75,2026-02,4275.0,4240.0,4240.0,-0.82,,,,,,,,,,,,,,,2026-04,3945.0,-7.72,,,,,,,,,,,,,,,,,,,,,,,,,,
8160,8160.T,木曽路,2026-03,OUT,1,70.22,71.7,False,False,1.48,2026-03,2520.0,2520.0,2520.0,0.0,,,,,,,,,,,,,,,2026-04,2319.0,-7.98,,,,,,,,,,,,,,,,,,,,,,,,,,
8163,8163.T,ＳＲＳホールディングス,2026-03,OUT,2,52.84,68.04,False,True,15.2,2026-02,1270.0,1217.0,1217.0,-4.17,,,,,,,,,,,,,,,2026-04,1181.0,-7.01,,,,,,,,,,,,,,,,,,,,,,,,,,
8173,8173.T,Ｊｏｓｈｉｎ,2026-03,OUT,11,73.28,86.57,False,False,13.29,2025-05,2276.0,2819.0,2819.0,23.86,,,,,,,,,,,,,,,2026-04,2904.0,27.59,,,,,,,,,,,,,,,,,,,,,,,,,,
8179,8179.T,ロイヤルホールディングス,2026-03,OUT,1,59.51,70.76,False,True,11.25,2026-03,1458.0,1458.0,1458.0,0.0,,,,,,,,,,,,,,,2026-04,1371.0,-5.97,,,,,,,,,,,,,,,,,,,,,,,,,,
8185,8185.T,チヨダ,2026-03,OUT,1,34.36,57.85,False,True,23.48,2026-03,1016.0,1016.0,1016.0,0.0,,,,,,,,,,,,,,,2026-04,967.0,-4.82,,,,,,,,,,,,,,,,,,,,,,,,,,
8200,8200.T,リンガーハット,2026-03,OUT,1,49.71,61.33,False,True,11.62,2026-03,2274.0,2274.0,2274.0,0.0,,,,,,,,,,,,,,,2026-04,2217.0,-2.51,,,,,,,,,,,,,,,,,,,,,,,,,,
8218,8218.T,コメリ,2026-03,OUT,2,60.79,64.36,True,False,3.57,2026-02,3665.0,3500.0,3500.0,-4.5,,,,,,,,,,,,,,,2026-04,3335.0,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8219,8219.T,青山商事,2026-03,OUT,3,58.52,61.62,False,False,3.1,2026-01,874.33,805.0,805.0,-7.93,,,,,,,,,,,,,,,2026-04,789.0,-9.76,,,,,,,,,,,,,,,,,,,,,,,,,,
8233,8233.T,高島屋,2026-03,OUT,8,69.65,72.19,False,False,2.54,2025-08,1306.0,1877.5,1877.5,43.76,,,,,,,,,,,,,,,2026-04,1863.0,42.65,,,,,,,,,,,,,,,,,,,,,,,,,,
8253,8253.T,クレディセゾン,2026-03,OUT,3,54.74,56.52,False,False,1.78,2026-01,4151.0,4012.0,4012.0,-3.35,,,,,,,,,,,,,,,2026-04,4359.0,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,
8255,8255.T,アクシアル   リテイリング,2026-03,OUT,1,74.96,77.7,False,True,2.73,2026-03,1243.0,1243.0,1243.0,0.0,,,,,,,,,,,,,,,2026-04,1128.0,-9.25,,,,,,,,,,,,,,,,,,,,,,,,,,
8273,8273.T,イズミ,2026-03,OUT,1,49.36,98.76,True,True,49.39,2026-03,1037.0,1037.0,1037.0,0.0,,,,,,,,,,,,,,,2026-04,949.0,-8.49,,,,,,,,,,,,,,,,,,,,,,,,,,
8278,8278.T,フジ,2026-03,OUT,5,46.14,77.46,False,True,31.32,2025-11,2098.0,2087.0,2087.0,-0.52,,,,,,,,,,,,,,,2026-04,2038.0,-2.86,,,,,,,,,,,,,,,,,,,,,,,,,,
8283,8283.T,ＰＡＬＴＡＣ,2026-03,OUT,9,60.05,67.46,False,False,7.41,2025-07,4327.0,4812.0,4812.0,11.21,,,,,,,,,,,,,,,2026-04,4625.0,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,
8304,8304.T,あおぞら銀行,2026-03,OUT,9,52.53,64.96,False,False,12.43,2025-07,2217.5,2494.0,2494.0,12.47,,,,,,,,,,,,,,,2026-04,2518.5,13.57,,,,,,,,,,,,,,,,,,,,,,,,,,
8309,8309.T,三井住友トラストグループ,2026-03,OUT,9,65.94,68.3,False,False,2.37,2025-07,3977.0,4902.0,4902.0,23.26,,,,,,,,,,,,,,,2026-04,5178.0,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,
8316,8316.T,三井住友フィナンシャルグループ,2026-03,OUT,8,63.48,64.92,False,False,1.44,2025-08,4048.0,5006.0,5006.0,23.67,,,,,,,,,,,,,,,2026-04,5512.0,36.17,,,,,,,,,,,,,,,,,,,,,,,,,,
8336,8336.T,武蔵野銀行,2026-03,OUT,9,86.09,89.74,False,False,3.65,2025-07,1248.33,2083.0,2083.0,66.86,,,,,,,,,,,,,,,2026-04,2386.0,91.14,,,,,,,,,,,,,,,,,,,,,,,,,,
8337,8337.T,千葉興業銀行,2026-03,OUT,8,57.21,60.53,False,False,3.32,2025-08,1515.0,1903.0,1903.0,25.61,,,,,,,,,,,,,,,2026-04,2110.0,39.27,,,,,,,,,,,,,,,,,,,,,,,,,,
8338,8338.T,筑波銀行,2026-03,OUT,9,72.93,73.64,False,False,0.72,2025-07,259.0,568.0,568.0,119.31,,,,,,,,,,,,,,,2026-04,580.0,123.94,,,,,,,,,,,,,,,,,,,,,,,,,,
8341,8341.T,七十七銀行,2026-03,OUT,9,81.44,82.81,False,False,1.36,2025-07,1750.0,3056.0,3056.0,74.63,,,,,,,,,,,,,,,2026-04,3024.0,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,
8345,8345.T,岩手銀行,2026-03,OUT,9,80.27,80.73,False,False,0.46,2025-07,883.75,1593.0,1593.0,80.25,,,,,,,,,,,,,,,2026-04,1965.0,122.35,,,,,,,,,,,,,,,,,,,,,,,,,,
8354,8354.T,ふくおかフィナンシャルグループ,2026-03,OUT,9,67.21,71.28,False,False,4.07,2025-07,4153.0,5893.0,5893.0,41.9,,,,,,,,,,,,,,,2026-04,6407.0,54.27,,,,,,,,,,,,,,,,,,,,,,,,,,
8360,8360.T,山梨中央銀行,2026-03,OUT,9,84.16,87.43,False,False,3.27,2025-07,2816.0,5190.0,5190.0,84.3,,,,,,,,,,,,,,,2026-04,5380.0,91.05,,,,,,,,,,,,,,,,,,,,,,,,,,
8424,8424.T,芙蓉総合リース,2026-03,OUT,1,58.63,61.16,False,True,2.53,2026-03,4258.0,4258.0,4258.0,0.0,,,,,,,,,,,,,,,2026-04,4334.0,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,
8511,8511.T,日本証券金融,2026-03,OUT,9,55.23,66.19,False,False,10.95,2025-07,1838.0,2066.0,2066.0,12.4,,,,,,,,,,,,,,,2026-04,2150.0,16.97,,,,,,,,,,,,,,,,,,,,,,,,,,
8541,8541.T,愛媛銀行,2026-03,OUT,9,64.01,64.69,False,False,0.68,2025-07,1086.0,1542.0,1542.0,41.99,,,,,,,,,,,,,,,2026-04,1776.0,63.54,,,,,,,,,,,,,,,,,,,,,,,,,,
8551,8551.T,北日本銀行,2026-03,OUT,8,64.65,65.31,False,False,0.66,2025-08,3795.0,4490.0,4490.0,18.31,,,,,,,,,,,,,,,2026-04,4695.0,23.72,,,,,,,,,,,,,,,,,,,,,,,,,,
8591,8591.T,オリックス,2026-03,OUT,9,65.17,65.58,False,False,0.41,2025-07,3400.0,4607.0,4607.0,35.5,,,,,,,,,,,,,,,2026-04,5275.0,55.15,,,,,,,,,,,,,,,,,,,,,,,,,,
8601,8601.T,大和証券グループ本社,2026-03,OUT,9,64.68,71.05,False,False,6.37,2025-07,1057.0,1460.0,1460.0,38.13,,,,,,,,,,,,,,,2026-04,1467.5,38.84,,,,,,,,,,,,,,,,,,,,,,,,,,
8604,8604.T,野村ホールディングス,2026-03,OUT,9,58.13,58.51,False,False,0.38,2025-07,1005.0,1204.0,1204.0,19.8,,,,,,,,,,,,,,,2026-04,1256.5,25.02,,,,,,,,,,,,,,,,,,,,,,,,,,
8609,8609.T,岡三証券グループ,2026-03,OUT,5,62.72,63.41,False,False,0.69,2025-11,723.0,821.0,821.0,13.55,,,,,,,,,,,,,,,2026-04,904.0,25.03,,,,,,,,,,,,,,,,,,,,,,,,,,
8616,8616.T,東海東京  ﾌｨﾅﾝｼｬﾙ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ,2026-03,OUT,15,68.49,68.62,False,False,0.13,2025-01,509.0,712.0,712.0,39.88,,,,,,,,,,,,,,,2026-04,704.0,38.31,,,,,,,,,,,,,,,,,,,,,,,,,,
8624,8624.T,いちよし証券,2026-03,OUT,5,74.42,90.48,True,False,16.06,2025-11,985.0,1445.0,1445.0,46.7,,,,,,,,,,,,,,,2026-04,1314.0,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,
8698,8698.T,マネックスグループ,2026-03,OUT,1,33.24,38.51,False,True,5.26,2026-03,670.0,670.0,670.0,0.0,,,,,,,,,,,,,,,2026-04,672.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
8706,8706.T,極東証券,2026-03,OUT,8,49.02,59.15,False,False,10.13,2025-08,1603.0,1641.0,1641.0,2.37,,,,,,,,,,,,,,,2026-04,1554.0,-3.06,,,,,,,,,,,,,,,,,,,,,,,,,,
8707,8707.T,岩井コスモホールディングス,2026-03,OUT,8,67.94,70.24,False,False,2.3,2025-08,2653.0,3470.0,3470.0,30.8,,,,,,,,,,,,,,,2026-04,3700.0,39.46,,,,,,,,,,,,,,,,,,,,,,,,,,
8771,8771.T,イー・ギャランティ,2026-03,OUT,5,42.93,52.67,False,False,9.74,2025-11,1778.0,1613.0,1613.0,-9.28,,,,,,,,,,,,,,,2026-04,1765.0,-0.73,,,,,,,,,,,,,,,,,,,,,,,,,,
8793,8793.T,ＮＥＣキャピタルソリューション,2026-03,OUT,6,52.19,62.84,False,False,10.66,2025-10,3810.0,4045.0,4045.0,6.17,,,,,,,,,,,,,,,2026-04,4055.0,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,
8919,8919.T,カチタス,2026-03,OUT,1,65.04,66.96,False,False,1.93,2026-03,3120.0,3120.0,3120.0,0.0,,,,,,,,,,,,,,,2026-04,3115.0,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,
8999,8999.T,グランディハウス,2026-03,OUT,8,45.27,46.33,False,False,1.06,2025-08,569.0,553.0,553.0,-2.81,,,,,,,,,,,,,,,2026-04,536.0,-5.8,,,,,,,,,,,,,,,,,,,,,,,,,,
9003,9003.T,相鉄ホールディングス,2026-03,OUT,9,62.3,91.23,False,True,28.93,2025-07,2390.0,2927.0,2927.0,22.47,,,,,,,,,,,,,,,2026-04,2641.5,10.52,,,,,,,,,,,,,,,,,,,,,,,,,,
9005,9005.T,東急,2026-03,OUT,2,54.02,62.4,False,False,8.38,2026-02,1997.5,1861.5,1861.5,-6.81,,,,,,,,,,,,,,,2026-04,1664.5,-16.67,,,,,,,,,,,,,,,,,,,,,,,,,,
9006,9006.T,京浜急行電鉄,2026-03,OUT,1,64.4,72.68,False,True,8.28,2026-03,1525.0,1525.0,1525.0,0.0,,,,,,,,,,,,,,,2026-04,1532.5,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,
9008,9008.T,京王電鉄,2026-03,OUT,6,48.32,57.59,False,False,9.27,2025-10,731.4,771.3,771.3,5.46,,,,,,,,,,,,,,,2026-04,737.3,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,
9009,9009.T,京成電鉄,2026-03,OUT,2,36.59,44.04,False,False,7.45,2026-02,1356.0,1175.0,1175.0,-13.35,,,,,,,,,,,,,,,2026-04,1112.0,-17.99,,,,,,,,,,,,,,,,,,,,,,,,,,
9031,9031.T,西日本鉄道,2026-03,OUT,9,69.38,80.62,False,False,11.24,2025-07,2148.0,3009.0,3009.0,40.08,,,,,,,,,,,,,,,2026-04,2855.5,32.94,,,,,,,,,,,,,,,,,,,,,,,,,,
9037,9037.T,ハマキョウレックス,2026-03,OUT,9,67.69,68.91,False,False,1.22,2025-07,1465.0,1767.0,1767.0,20.61,,,,,,,,,,,,,,,2026-04,1720.0,17.41,,,,,,,,,,,,,,,,,,,,,,,,,,
9044,9044.T,ＮＡＮＫＡＩ,2026-03,OUT,8,65.43,73.8,False,False,8.37,2025-08,2647.0,3068.0,3068.0,15.9,,,,,,,,,,,,,,,2026-04,2973.5,12.33,,,,,,,,,,,,,,,,,,,,,,,,,,
9045,9045.T,京阪ホールディングス,2026-03,OUT,5,47.07,59.22,False,True,12.15,2025-11,3385.0,3230.0,3230.0,-4.58,,,,,,,,,,,,,,,2026-04,3244.0,-4.17,,,,,,,,,,,,,,,,,,,,,,,,,,
9052,9052.T,山陽電気鉄道,2026-03,OUT,1,49.7,52.55,False,True,2.85,2026-03,2017.0,2017.0,2017.0,0.0,,,,,,,,,,,,,,,2026-04,1974.0,-2.13,,,,,,,,,,,,,,,,,,,,,,,,,,
9081,9081.T,神奈川中央交通,2026-03,OUT,3,39.18,46.9,False,False,7.73,2026-01,3670.0,3475.0,3475.0,-5.31,,,,,,,,,,,,,,,2026-04,3220.0,-12.26,,,,,,,,,,,,,,,,,,,,,,,,,,
9119,9119.T,飯野海運,2026-03,OUT,9,81.07,100.0,True,False,18.93,2025-07,1040.0,1751.0,1751.0,68.37,,,,,,,,,,,,,,,2026-04,1648.0,58.46,,,,,,,,,,,,,,,,,,,,,,,,,,
9143,9143.T,ＳＧホールディングス,2026-03,OUT,2,50.56,55.84,False,True,5.27,2026-02,1586.0,1478.5,1478.5,-6.78,,,,,,,,,,,,,,,2026-04,1462.0,-7.82,,,,,,,,,,,,,,,,,,,,,,,,,,
9247,9247.T,TREホールディングス,2026-03,OUT,6,50.18,51.87,False,False,1.7,2025-10,1548.0,1569.0,1569.0,1.36,,,,,,,,,,,,,,,2026-04,1599.0,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,
9303,9303.T,住友倉庫,2026-03,OUT,5,93.84,98.76,True,False,4.92,2025-11,3455.0,4035.0,4035.0,16.79,,,,,,,,,,,,,,,2026-04,3785.0,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,
9332,9332.T,ＮＩＳＳＯホールディングス,2026-03,OUT,7,29.07,39.33,False,False,10.25,2025-09,655.0,606.0,606.0,-7.48,,,,,,,,,,,,,,,2026-04,606.0,-7.48,,,,,,,,,,,,,,,,,,,,,,,,,,
9381,9381.T,エーアイテイー,2026-03,OUT,1,69.56,74.04,False,True,4.48,2026-03,2191.0,2191.0,2191.0,0.0,,,,,,,,,,,,,,,2026-04,2210.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,
9405,9405.T,朝日放送グループホールディングス,2026-03,OUT,1,72.88,98.11,True,True,25.24,2026-03,860.0,860.0,860.0,0.0,,,,,,,,,,,,,,,2026-04,826.0,-3.95,,,,,,,,,,,,,,,,,,,,,,,,,,
9433,9433.T,ＫＤＤＩ,2026-03,OUT,2,55.14,78.11,False,False,22.97,2026-02,2671.0,2723.5,2723.5,1.97,,,,,,,,,,,,,,,2026-04,2582.5,-3.31,,,,,,,,,,,,,,,,,,,,,,,,,,
9504,9504.T,中国電力,2026-03,OUT,9,58.33,67.87,False,False,9.55,2025-07,821.4,997.7,997.7,21.46,,,,,,,,,,,,,,,2026-04,894.2,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,
9505,9505.T,北陸電力,2026-03,OUT,9,62.42,78.27,False,False,15.85,2025-07,783.0,1067.5,1067.5,36.33,,,,,,,,,,,,,,,2026-04,872.8,11.47,,,,,,,,,,,,,,,,,,,,,,,,,,
9506,9506.T,東北電力,2026-03,OUT,9,52.12,62.98,False,False,10.86,2025-07,1060.5,1170.0,1170.0,10.33,,,,,,,,,,,,,,,2026-04,1088.5,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,
9507,9507.T,四国電力,2026-03,OUT,10,82.68,91.95,True,False,9.27,2025-06,1207.5,1748.0,1748.0,44.76,,,,,,,,,,,,,,,2026-04,1556.5,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,
9508,9508.T,九州電力,2026-03,OUT,9,66.8,67.63,False,False,0.83,2025-07,1341.0,1808.0,1808.0,34.82,,,,,,,,,,,,,,,2026-04,1689.0,25.95,,,,,,,,,,,,,,,,,,,,,,,,,,
9513,9513.T,電源開発,2026-03,OUT,10,91.55,100.0,True,False,8.45,2025-06,2456.0,4331.0,4331.0,76.34,,,,,,,,,,,,,,,2026-04,3855.0,56.96,,,,,,,,,,,,,,,,,,,,,,,,,,
9531,9531.T,東京瓦斯,2026-03,OUT,2,82.6,86.68,False,False,4.07,2026-02,7656.0,7417.0,7417.0,-3.12,,,,,,,,,,,,,,,2026-04,6670.0,-12.88,,,,,,,,,,,,,,,,,,,,,,,,,,
9534,9534.T,北海道瓦斯,2026-03,OUT,10,80.8,84.34,False,False,3.54,2025-06,594.0,871.0,871.0,46.63,,,,,,,,,,,,,,,2026-04,827.0,39.23,,,,,,,,,,,,,,,,,,,,,,,,,,
9536,9536.T,西部ガスホールディングス,2026-03,OUT,12,80.47,93.29,False,True,12.82,2025-04,1719.0,2545.0,2545.0,48.05,,,,,,,,,,,,,,,2026-04,2236.0,30.08,,,,,,,,,,,,,,,,,,,,,,,,,,
9605,9605.T,東映,2026-03,OUT,6,52.57,64.0,True,True,11.43,2025-10,5480.0,5900.0,5900.0,7.66,,,,,,,,,,,,,,,2026-04,5820.0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,
9612,9612.T,ラックランド,2026-03,OUT,8,42.72,63.87,False,False,21.15,2025-08,1290.0,1498.0,1498.0,16.12,,,,,,,,,,,,,,,2026-04,1435.0,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,
9619,9619.T,イチネンホールディングス,2026-03,OUT,9,63.43,67.02,True,False,3.58,2025-07,1726.0,2112.0,2112.0,22.36,,,,,,,,,,,,,,,2026-04,2159.0,25.09,,,,,,,,,,,,,,,,,,,,,,,,,,
9621,9621.T,建設技術研究所,2026-03,OUT,2,57.1,57.29,False,False,0.18,2026-02,3490.0,3025.0,3025.0,-13.32,,,,,,,,,,,,,,,2026-04,2820.0,-19.2,,,,,,,,,,,,,,,,,,,,,,,,,,
9678,9678.T,カナモト,2026-03,OUT,2,78.43,82.05,True,False,3.62,2026-02,4360.0,4345.0,4345.0,-0.34,,,,,,,,,,,,,,,2026-04,4640.0,6.42,,,,,,,,,,,,,,,,,,,,,,,,,,
9716,9716.T,乃村工藝社,2026-03,OUT,9,68.06,70.13,False,False,2.07,2025-07,922.0,1279.0,1279.0,38.72,,,,,,,,,,,,,,,2026-04,1170.0,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,
9729,9729.T,トーカイ,2026-03,OUT,5,59.62,72.45,False,False,12.83,2025-11,2469.0,2459.0,2459.0,-0.41,,,,,,,,,,,,,,,2026-04,2625.0,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,
9739,9739.T,ＮＳＷ,2026-03,OUT,1,36.52,41.86,True,True,5.34,2026-03,2450.0,2450.0,2450.0,0.0,,,,,,,,,,,,,,,2026-04,2456.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,
9740,9740.T,セントラル警備保障,2026-03,OUT,6,52.57,69.29,True,False,16.72,2025-10,2726.0,2991.0,2991.0,9.72,,,,,,,,,,,,,,,2026-04,2650.0,-2.79,,,,,,,,,,,,,,,,,,,,,,,,,,
9831,9831.T,ヤマダホールディングス,2026-03,OUT,9,60.33,67.47,False,False,7.15,2025-07,461.5,524.1,524.1,13.56,,,,,,,,,,,,,,,2026-04,522.3,13.17,,,,,,,,,,,,,,,,,,,,,,,,,,
9842,9842.T,アークランズ,2026-03,OUT,1,52.82,54.15,False,True,1.33,2026-03,1786.0,1786.0,1786.0,0.0,,,,,,,,,,,,,,,2026-04,1778.0,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,
9843,9843.T,ニトリホールディングス,2026-03,OUT,6,35.95,50.62,False,False,14.66,2025-10,2500.0,2517.5,2517.5,0.7,,,,,,,,,,,,,,,2026-04,2216.5,-11.34,,,,,,,,,,,,,,,,,,,,,,,,,,
9861,9861.T,吉野家ホールディングス,2026-03,OUT,2,62.39,76.74,True,True,14.35,2026-02,3093.0,3295.0,3295.0,6.53,,,,,,,,,,,,,,,2026-04,3159.0,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,
9900,9900.T,サガミホールディングス,2026-03,OUT,1,52.9,71.23,False,True,18.33,2026-03,1825.0,1825.0,1825.0,0.0,,,,,,,,,,,,,,,2026-04,1718.0,-5.86,,,,,,,,,,,,,,,,,,,,,,,,,,
9902,9902.T,日伝,2026-03,OUT,2,22.23,35.98,False,True,13.74,2026-02,2560.0,2393.0,2393.0,-6.52,,,,,,,,,,,,,,,2026-04,2337.0,-8.71,,,,,,,,,,,,,,,,,,,,,,,,,,
9928,9928.T,ミロク情報サービス,2026-03,OUT,9,40.7,46.3,False,True,5.6,2025-07,1881.0,1728.0,1728.0,-8.13,,,,,,,,,,,,,,,2026-04,1703.0,-9.46,,,,,,,,,,,,,,,,,,,,,,,,,,
9948,9948.T,アークス,2026-03,OUT,15,86.84,87.28,False,False,0.44,2025-01,2699.0,3780.0,3780.0,40.05,,,,,,,,,,,,,,,2026-04,3400.0,25.97,,,,,,,,,,,,,,,,,,,,,,,,,,
9956,9956.T,バローホールディングス,2026-03,OUT,2,87.58,90.74,False,False,3.16,2026-02,3755.0,3660.0,3660.0,-2.53,,,,,,,,,,,,,,,2026-04,3690.0,-1.73,,,,,,,,,,,,,,,,,,,,,,,,,,
