code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,sector,industry,quote_type,exit_month,exit_price,return_at_exit_pct,per,forward_per,pbr,book_value,dividend_yield_pct,payout_ratio_pct,roe_pct,roa_pct,profit_margin_pct,operating_margin_pct,revenue_growth_pct,earnings_growth_pct,current_ratio,quick_ratio,debt_to_equity_pct,equity_ratio_pct,market_cap_oku,enterprise_value_oku,operating_cashflow_oku,free_cashflow_oku,total_cash_oku,total_debt_oku,ebitda_oku,beta,shares_outstanding_million,data_completeness_pct
4743,4743.T,アイティフォー,2026-03,OUT,5,61.96,68.82,False,False,6.86,2025-11,1670.0,1653.0,1653.0,-1.02,,,,,,,,,,,,,,,2026-04,1722.0,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,4768.T,大塚商会,2026-03,OUT,6,33.5,47.44,False,False,13.94,2025-10,3050.0,3021.0,3021.0,-0.95,,,,,,,,,,,,,,,2026-04,2898.5,-4.97,,,,,,,,,,,,,,,,,,,,,,,,,,
4801,4801.T,セントラルスポーツ,2026-03,OUT,2,46.52,46.54,False,False,0.01,2026-02,2468.0,2371.0,2371.0,-3.93,,,,,,,,,,,,,,,2026-04,2351.0,-4.74,,,,,,,,,,,,,,,,,,,,,,,,,,
4809,4809.T,パラカ,2026-03,OUT,2,67.21,92.31,True,True,25.1,2026-02,2038.0,2058.0,2058.0,0.98,,,,,,,,,,,,,,,2026-04,2017.0,-1.03,,,,,,,,,,,,,,,,,,,,,,,,,,
4826,4826.T,ＣＩＪ,2026-03,OUT,3,58.95,69.12,False,False,10.17,2026-01,523.0,505.0,505.0,-3.44,,,,,,,,,,,,,,,2026-04,496.0,-5.16,,,,,,,,,,,,,,,,,,,,,,,,,,
4902,4902.T,コニカミノルタ,2026-03,OUT,7,40.29,47.28,False,False,6.99,2025-09,528.1,513.2,513.2,-2.82,,,,,,,,,,,,,,,2026-04,499.0,-5.51,,,,,,,,,,,,,,,,,,,,,,,,,,
4912,4912.T,ライオン,2026-03,OUT,5,50.07,64.33,False,False,14.26,2025-11,1655.5,1664.5,1664.5,0.54,,,,,,,,,,,,,,,2026-04,1531.5,-7.49,,,,,,,,,,,,,,,,,,,,,,,,,,
4927,4927.T,ポーラ・オルビスホールディングス,2026-03,OUT,5,42.86,44.94,False,False,2.08,2025-11,1343.0,1307.5,1307.5,-2.64,,,,,,,,,,,,,,,2026-04,1293.0,-3.72,,,,,,,,,,,,,,,,,,,,,,,,,,
4928,4928.T,ノエビアホールディングス,2026-03,OUT,10,47.49,61.24,True,False,13.75,2025-06,4330.0,4520.0,4520.0,4.39,,,,,,,,,,,,,,,2026-04,4375.0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,
4933,4933.T,Ｉ－ｎｅ,2026-03,OUT,2,20.13,35.08,False,True,14.95,2026-02,1126.0,1110.0,1110.0,-1.42,,,,,,,,,,,,,,,2026-04,1080.0,-4.09,,,,,,,,,,,,,,,,,,,,,,,,,,
4971,4971.T,メック,2026-03,OUT,9,73.98,77.19,False,False,3.21,2025-07,2820.0,6310.0,6310.0,123.76,,,,,,,,,,,,,,,2026-04,9300.0,229.79,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,5020.T,ＥＮＥＯＳホールディングス,2026-03,OUT,9,81.0,86.92,False,False,5.92,2025-07,793.6,1410.5,1410.5,77.73,,,,,,,,,,,,,,,2026-04,1320.5,66.39,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,5021.T,コスモエネルギーホールディングス,2026-03,OUT,9,68.44,77.14,False,False,8.7,2025-07,3358.5,4432.0,4432.0,31.96,,,,,,,,,,,,,,,2026-04,4003.0,19.19,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,5110.T,住友ゴム工業,2026-03,OUT,5,54.33,56.13,False,False,1.8,2025-11,2177.5,2021.5,2021.5,-7.16,,,,,,,,,,,,,,,2026-04,2019.5,-7.26,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,5122.T,オカモト,2026-03,OUT,5,62.97,84.38,True,False,21.4,2025-11,5480.0,5930.0,5930.0,8.21,,,,,,,,,,,,,,,2026-04,5620.0,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,
5192,5192.T,三ツ星ベルト,2026-03,OUT,9,49.86,61.38,False,False,11.51,2025-07,3600.0,3930.0,3930.0,9.17,,,,,,,,,,,,,,,2026-04,3945.0,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,5195.T,バンドー化学,2026-03,OUT,2,53.12,54.5,False,False,1.38,2026-02,2388.0,2019.0,2019.0,-15.45,,,,,,,,,,,,,,,2026-04,2029.0,-15.03,,,,,,,,,,,,,,,,,,,,,,,,,,
5208,5208.T,有沢製作所,2026-03,OUT,10,71.83,72.9,False,False,1.07,2025-06,1472.0,2267.0,2267.0,54.01,,,,,,,,,,,,,,,2026-04,2723.0,84.99,,,,,,,,,,,,,,,,,,,,,,,,,,
5261,5261.T,リソルホールディングス,2026-03,OUT,8,63.61,65.92,False,False,2.31,2025-08,5460.0,7100.0,7100.0,30.04,,,,,,,,,,,,,,,2026-04,7090.0,29.85,,,,,,,,,,,,,,,,,,,,,,,,,,
5269,5269.T,日本コンクリート工業,2026-03,OUT,7,37.7,44.94,False,False,7.24,2025-09,345.0,314.0,314.0,-8.99,,,,,,,,,,,,,,,2026-04,311.0,-9.86,,,,,,,,,,,,,,,,,,,,,,,,,,
5302,5302.T,日本カーボン,2026-03,OUT,11,53.11,54.42,False,False,1.32,2025-05,4345.0,4470.0,4470.0,2.88,,,,,,,,,,,,,,,2026-04,4790.0,10.24,,,,,,,,,,,,,,,,,,,,,,,,,,
5393,5393.T,ニチアス,2026-03,OUT,9,74.64,80.3,False,False,5.66,2025-07,1943.33,2886.5,2886.5,48.53,,,,,,,,,,,,,,,2026-04,3097.0,59.37,,,,,,,,,,,,,,,,,,,,,,,,,,
5410,5410.T,合同製鐵,2026-03,OUT,2,40.81,48.48,False,False,7.67,2026-02,4060.0,3635.0,3635.0,-10.47,,,,,,,,,,,,,,,2026-04,2845.0,-29.93,,,,,,,,,,,,,,,,,,,,,,,,,,
5411,5411.T,ＪＦＥホールディングス,2026-03,OUT,14,50.55,52.88,False,False,2.33,2025-02,1873.0,1815.5,1815.5,-3.07,,,,,,,,,,,,,,,2026-04,1715.0,-8.44,,,,,,,,,,,,,,,,,,,,,,,,,,
543A,543A.T,ARCHION,2026-03,OUT,5,37.77,59.47,False,False,21.71,2025-11,393.0,387.0,387.0,-1.53,,,,,,,,,,,,,,,2026-04,303.0,-22.9,,,,,,,,,,,,,,,,,,,,,,,,,,
5445,5445.T,東京鐵鋼,2026-03,OUT,5,49.91,62.65,True,False,12.74,2025-11,1950.0,1985.0,1985.0,1.79,,,,,,,,,,,,,,,2026-04,1796.0,-7.9,,,,,,,,,,,,,,,,,,,,,,,,,,
5451,5451.T,ヨドコウ,2026-03,OUT,2,67.65,73.58,False,False,5.93,2026-02,1443.0,1392.0,1392.0,-3.53,,,,,,,,,,,,,,,2026-04,1340.0,-7.14,,,,,,,,,,,,,,,,,,,,,,,,,,
5805,5805.T,ＳＷＣＣ,2026-03,OUT,3,62.07,68.86,False,False,6.79,2026-01,11540.0,12040.0,12040.0,4.33,,,,,,,,,,,,,,,2026-04,15840.0,37.26,,,,,,,,,,,,,,,,,,,,,,,,,,
5911,5911.T,横河ブリッジホールディングス,2026-03,OUT,9,58.88,64.96,False,False,6.08,2025-07,2682.0,2964.0,2964.0,10.51,,,,,,,,,,,,,,,2026-04,2930.0,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,
5933,5933.T,アルインコ,2026-03,OUT,2,47.97,48.87,False,False,0.91,2026-02,1184.0,1027.0,1027.0,-13.26,,,,,,,,,,,,,,,2026-04,1024.0,-13.51,,,,,,,,,,,,,,,,,,,,,,,,,,
5946,5946.T,長府製作所,2026-03,OUT,3,53.17,55.16,False,False,2.0,2026-01,1998.0,1996.0,1996.0,-0.1,,,,,,,,,,,,,,,2026-04,1996.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,5947.T,リンナイ,2026-03,OUT,5,55.43,57.81,False,False,2.38,2025-11,3978.0,3659.0,3659.0,-8.02,,,,,,,,,,,,,,,2026-04,3562.0,-10.46,,,,,,,,,,,,,,,,,,,,,,,,,,
5949,5949.T,ユニプレス,2026-03,OUT,9,60.91,61.1,False,False,0.19,2025-07,1070.0,1301.0,1301.0,21.59,,,,,,,,,,,,,,,2026-04,1309.0,22.34,,,,,,,,,,,,,,,,,,,,,,,,,,
5981,5981.T,東京製綱,2026-03,OUT,10,72.76,75.56,False,False,2.8,2025-06,1269.0,1878.0,1878.0,47.99,,,,,,,,,,,,,,,2026-04,1693.0,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,
6062,6062.T,チャーム  ･ケア  ･コーポレーション,2026-03,OUT,3,50.19,66.95,False,False,16.76,2026-01,1302.0,1288.0,1288.0,-1.08,,,,,,,,,,,,,,,2026-04,1285.0,-1.31,,,,,,,,,,,,,,,,,,,,,,,,,,
6070,6070.T,キャリアリンク,2026-03,OUT,8,48.04,53.29,False,False,5.24,2025-08,2345.0,2420.0,2420.0,3.2,,,,,,,,,,,,,,,2026-04,2346.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,
6080,6080.T,Ｍ＆Ａキャピタルパートナーズ,2026-03,OUT,1,47.31,49.01,False,False,1.7,2026-03,2914.0,2914.0,2914.0,0.0,,,,,,,,,,,,,,,2026-04,3220.0,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,
6089,6089.T,ウィルグループ,2026-03,OUT,8,61.87,67.06,False,False,5.19,2025-08,972.0,1163.0,1163.0,19.65,,,,,,,,,,,,,,,2026-04,1124.0,15.64,,,,,,,,,,,,,,,,,,,,,,,,,,
6098,6098.T,リクルートホールディングス,2026-03,OUT,3,27.48,32.92,False,False,5.43,2026-01,8100.0,6526.0,6526.0,-19.43,,,,,,,,,,,,,,,2026-04,7303.0,-9.84,,,,,,,,,,,,,,,,,,,,,,,,,,
6167,6167.T,冨士ダイス,2026-03,OUT,8,67.47,71.66,False,False,4.18,2025-08,865.0,1156.0,1156.0,33.64,,,,,,,,,,,,,,,2026-04,992.0,14.68,,,,,,,,,,,,,,,,,,,,,,,,,,
6258,6258.T,平田機工,2026-03,OUT,3,58.2,59.17,False,False,0.97,2026-01,2568.0,2356.0,2356.0,-8.26,,,,,,,,,,,,,,,2026-04,3235.0,25.97,,,,,,,,,,,,,,,,,,,,,,,,,,
6272,6272.T,レオン自動機,2026-03,OUT,9,48.64,49.63,False,False,0.99,2025-07,1383.0,1445.0,1445.0,4.48,,,,,,,,,,,,,,,2026-04,1520.0,9.91,,,,,,,,,,,,,,,,,,,,,,,,,,
6279,6279.T,瑞光,2026-03,OUT,4,19.72,25.85,False,False,6.13,2025-12,1012.0,861.0,861.0,-14.92,,,,,,,,,,,,,,,2026-04,878.0,-13.24,,,,,,,,,,,,,,,,,,,,,,,,,,
6287,6287.T,サトー,2026-03,OUT,9,50.85,52.81,False,False,1.95,2025-07,2142.0,2232.0,2232.0,4.2,,,,,,,,,,,,,,,2026-04,2081.0,-2.85,,,,,,,,,,,,,,,,,,,,,,,,,,
6298,6298.T,ワイエイシイホールディングス,2026-03,OUT,8,54.92,57.7,False,False,2.78,2025-08,837.0,996.0,996.0,19.0,,,,,,,,,,,,,,,2026-04,1163.0,38.95,,,,,,,,,,,,,,,,,,,,,,,,,,
6326,6326.T,クボタ,2026-03,OUT,9,59.37,61.59,False,False,2.22,2025-07,1689.5,2457.0,2457.0,45.43,,,,,,,,,,,,,,,2026-04,2553.0,51.11,,,,,,,,,,,,,,,,,,,,,,,,,,
6328,6328.T,荏原実業,2026-03,OUT,8,57.79,59.11,False,False,1.32,2025-08,2037.5,2390.0,2390.0,17.3,,,,,,,,,,,,,,,2026-04,2383.0,16.96,,,,,,,,,,,,,,,,,,,,,,,,,,
6340,6340.T,澁谷工業,2026-03,OUT,2,43.02,44.85,False,False,1.83,2026-02,3725.0,3355.0,3355.0,-9.93,,,,,,,,,,,,,,,2026-04,3410.0,-8.46,,,,,,,,,,,,,,,,,,,,,,,,,,
6367,6367.T,ダイキン工業,2026-03,OUT,2,51.08,55.4,False,False,4.32,2026-02,19915.0,18685.0,18685.0,-6.18,,,,,,,,,,,,,,,2026-04,21965.0,10.29,,,,,,,,,,,,,,,,,,,,,,,,,,
6369,6369.T,トーヨーカネツ,2026-03,OUT,10,69.83,71.37,False,False,1.54,2025-06,1980.0,2753.0,2753.0,39.04,,,,,,,,,,,,,,,2026-04,2734.0,38.08,,,,,,,,,,,,,,,,,,,,,,,,,,
6413,6413.T,理想科学工業,2026-03,OUT,8,32.5,43.91,True,False,11.41,2025-08,1206.0,1127.0,1127.0,-6.55,,,,,,,,,,,,,,,2026-04,1050.0,-12.94,,,,,,,,,,,,,,,,,,,,,,,,,,
6448,6448.T,ブラザー工業,2026-03,OUT,7,53.42,62.52,False,False,9.1,2025-09,2478.5,2872.0,2872.0,15.88,,,,,,,,,,,,,,,2026-04,2984.0,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,
6455,6455.T,モリタホールディングス,2026-03,OUT,9,63.87,67.35,False,False,3.48,2025-07,2304.0,2673.0,2673.0,16.02,,,,,,,,,,,,,,,2026-04,2516.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,
6463,6463.T,ＴＰＲ,2026-03,OUT,8,51.64,51.99,False,False,0.35,2025-08,1186.5,1229.0,1229.0,3.58,,,,,,,,,,,,,,,2026-04,1226.0,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,
6490,6490.T,ＰＩＬＬＡＲ,2026-03,OUT,11,67.54,69.83,False,False,2.29,2025-05,3765.0,7000.0,7000.0,85.92,,,,,,,,,,,,,,,2026-04,9120.0,142.23,,,,,,,,,,,,,,,,,,,,,,,,,,
6517,6517.T,デンヨー,2026-03,OUT,9,62.9,68.73,False,False,5.83,2025-07,3015.0,3430.0,3430.0,13.76,,,,,,,,,,,,,,,2026-04,3600.0,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,
6533,6533.T,ＯｒｃｈｅｓｔｒａＨｏｌｄｉｎｇｓ,2026-03,OUT,11,58.77,63.35,False,False,4.58,2025-05,803.0,1011.0,1011.0,25.9,,,,,,,,,,,,,,,2026-04,1023.0,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,
6539,6539.T,ＭＳ－Ｊａｐａｎ,2026-03,OUT,8,38.15,45.0,False,False,6.85,2025-08,987.0,983.0,983.0,-0.41,,,,,,,,,,,,,,,2026-04,945.0,-4.26,,,,,,,,,,,,,,,,,,,,,,,,,,
6706,6706.T,電気興業,2026-03,OUT,13,72.67,78.81,False,False,6.14,2025-03,1781.0,3000.0,3000.0,68.44,,,,,,,,,,,,,,,2026-04,3315.0,86.13,,,,,,,,,,,,,,,,,,,,,,,,,,
6742,6742.T,京三製作所,2026-03,OUT,9,59.53,59.76,False,False,0.23,2025-07,506.0,610.0,610.0,20.55,,,,,,,,,,,,,,,2026-04,698.0,37.94,,,,,,,,,,,,,,,,,,,,,,,,,,
6763,6763.T,帝国通信工業,2026-03,OUT,9,63.72,66.16,False,False,2.44,2025-07,2422.0,2687.0,2687.0,10.94,,,,,,,,,,,,,,,2026-04,2670.0,10.24,,,,,,,,,,,,,,,,,,,,,,,,,,
7085,7085.T,カーブスホールディングス,2026-03,OUT,1,50.22,52.5,False,True,2.28,2026-03,741.0,741.0,741.0,0.0,,,,,,,,,,,,,,,2026-04,822.0,10.93,,,,,,,,,,,,,,,,,,,,,,,,,,
7157,7157.T,ライフネット生命保険,2026-03,OUT,2,51.67,61.22,False,False,9.54,2026-02,2234.0,2011.0,2011.0,-9.98,,,,,,,,,,,,,,,2026-04,1922.0,-13.97,,,,,,,,,,,,,,,,,,,,,,,,,,
7180,7180.T,九州フィナンシャルグループ,2026-03,OUT,15,66.54,68.28,False,False,1.75,2025-01,790.1,1127.0,1127.0,42.64,,,,,,,,,,,,,,,2026-04,1278.0,61.75,,,,,,,,,,,,,,,,,,,,,,,,,,
7181,7181.T,かんぽ生命保険,2026-03,OUT,11,74.58,74.65,False,False,0.07,2025-05,1058.67,1575.0,1575.0,48.77,,,,,,,,,,,,,,,2026-04,1525.5,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7182,7182.T,ゆうちょ銀行,2026-03,OUT,9,67.69,71.04,False,False,3.35,2025-07,1695.0,2517.5,2517.5,48.53,,,,,,,,,,,,,,,2026-04,2689.0,58.64,,,,,,,,,,,,,,,,,,,,,,,,,,
7184,7184.T,富山第一銀行,2026-03,OUT,9,72.95,76.56,False,False,3.61,2025-07,1091.0,2336.0,2336.0,114.12,,,,,,,,,,,,,,,2026-04,2591.0,137.49,,,,,,,,,,,,,,,,,,,,,,,,,,
7198,7198.T,ＳＢＩアルヒ,2026-03,OUT,5,44.1,54.98,False,False,10.89,2025-11,885.0,826.0,826.0,-6.67,,,,,,,,,,,,,,,2026-04,860.0,-2.82,,,,,,,,,,,,,,,,,,,,,,,,,,
7202,7202.T,いすゞ自動車,2026-03,OUT,6,52.73,59.47,False,False,6.75,2025-10,1895.0,2221.0,2221.0,17.2,,,,,,,,,,,,,,,2026-04,2146.0,13.25,,,,,,,,,,,,,,,,,,,,,,,,,,
7211,7211.T,三菱自動車工業,2026-03,OUT,2,28.83,31.22,False,False,2.39,2026-02,429.1,307.2,307.2,-28.41,,,,,,,,,,,,,,,2026-04,306.2,-28.64,,,,,,,,,,,,,,,,,,,,,,,,,,
7226,7226.T,極東開発工業,2026-03,OUT,12,59.27,59.28,False,False,0.01,2025-04,2399.0,2870.0,2870.0,19.63,,,,,,,,,,,,,,,2026-04,2699.0,12.51,,,,,,,,,,,,,,,,,,,,,,,,,,
7280,7280.T,ミツバ,2026-03,OUT,12,63.8,65.71,False,False,1.91,2025-04,838.0,1192.0,1192.0,42.24,,,,,,,,,,,,,,,2026-04,1140.0,36.04,,,,,,,,,,,,,,,,,,,,,,,,,,
7294,7294.T,ヨロズ,2026-03,OUT,6,41.41,48.6,False,False,7.19,2025-10,917.0,906.0,906.0,-1.2,,,,,,,,,,,,,,,2026-04,850.0,-7.31,,,,,,,,,,,,,,,,,,,,,,,,,,
7296,7296.T,エフ  ･シー  ･シー,2026-03,OUT,7,52.63,53.79,False,False,1.16,2025-09,3215.0,3225.0,3225.0,0.31,,,,,,,,,,,,,,,2026-04,3340.0,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,
7421,7421.T,カッパ・クリエイト,2026-03,OUT,2,61.44,72.62,True,True,11.18,2026-02,1598.0,1565.0,1565.0,-2.07,,,,,,,,,,,,,,,2026-04,1518.0,-5.01,,,,,,,,,,,,,,,,,,,,,,,,,,
7458,7458.T,第一興商,2026-03,OUT,7,43.47,73.21,False,True,29.74,2025-09,1672.5,1686.5,1686.5,0.84,,,,,,,,,,,,,,,2026-04,1623.5,-2.93,,,,,,,,,,,,,,,,,,,,,,,,,,
7459,7459.T,メディパルホールディングス,2026-03,OUT,10,67.77,81.2,False,False,13.43,2025-06,2337.0,2938.0,2938.0,25.72,,,,,,,,,,,,,,,2026-04,2809.0,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,
7466,7466.T,ＳＰＫ,2026-03,OUT,2,65.45,67.5,False,False,2.05,2026-02,1366.0,1261.0,1261.0,-7.69,,,,,,,,,,,,,,,2026-04,1272.0,-6.88,,,,,,,,,,,,,,,,,,,,,,,,,,
7482,7482.T,シモジマ,2026-03,OUT,8,57.83,68.56,False,False,10.73,2025-08,1280.0,1401.0,1401.0,9.45,,,,,,,,,,,,,,,2026-04,1292.0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,
7504,7504.T,高速,2026-03,OUT,9,63.39,64.83,False,False,1.44,2025-07,2912.0,3130.0,3130.0,7.49,,,,,,,,,,,,,,,2026-04,2930.0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,
7508,7508.T,Ｇ－７ホールディングス,2026-03,OUT,5,43.57,57.56,False,False,13.99,2025-11,1384.0,1341.0,1341.0,-3.11,,,,,,,,,,,,,,,2026-04,1285.0,-7.15,,,,,,,,,,,,,,,,,,,,,,,,,,
7510,7510.T,たけびし,2026-03,OUT,9,68.07,69.98,False,False,1.91,2025-07,1899.0,2384.0,2384.0,25.54,,,,,,,,,,,,,,,2026-04,2210.0,16.38,,,,,,,,,,,,,,,,,,,,,,,,,,
7513,7513.T,コジマ,2026-03,OUT,3,69.46,85.77,True,False,16.31,2026-01,1250.0,1287.0,1287.0,2.96,,,,,,,,,,,,,,,2026-04,1206.0,-3.52,,,,,,,,,,,,,,,,,,,,,,,,,,
7516,7516.T,コーナン商事,2026-03,OUT,1,60.4,66.2,False,True,5.81,2026-03,4085.0,4085.0,4085.0,0.0,,,,,,,,,,,,,,,2026-04,4050.0,-0.86,,,,,,,,,,,,,,,,,,,,,,,,,,
7532,7532.T,ﾊﾟﾝ･ﾊﾟｼﾌｨｯｸ･ｲﾝﾀｰﾅｼｮﾅﾙﾎｰﾙﾃﾞｨﾝｸﾞｽ,2026-03,OUT,2,56.8,59.83,False,False,3.03,2026-02,1040.0,968.2,968.2,-6.9,,,,,,,,,,,,,,,2026-04,889.4,-14.48,,,,,,,,,,,,,,,,,,,,,,,,,,
7545,7545.T,西松屋チェーン,2026-03,OUT,3,42.74,52.05,False,False,9.31,2026-01,2140.0,2092.0,2092.0,-2.24,,,,,,,,,,,,,,,2026-04,1999.0,-6.59,,,,,,,,,,,,,,,,,,,,,,,,,,
7554,7554.T,幸楽苑,2026-03,OUT,8,59.48,72.44,False,False,12.96,2025-08,1035.0,1145.0,1145.0,10.63,,,,,,,,,,,,,,,2026-04,1087.0,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,
7581,7581.T,サイゼリヤ,2026-03,OUT,10,66.41,69.76,True,False,3.35,2025-06,5000.0,6360.0,6360.0,27.2,,,,,,,,,,,,,,,2026-04,5080.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
7593,7593.T,ＶＴホールディングス,2026-03,OUT,6,43.27,50.0,False,False,6.73,2025-10,487.0,487.0,487.0,0.0,,,,,,,,,,,,,,,2026-04,480.0,-1.44,,,,,,,,,,,,,,,,,,,,,,,,,,
7596,7596.T,魚力,2026-03,OUT,1,33.08,50.63,False,True,17.55,2026-03,2299.0,2299.0,2299.0,0.0,,,,,,,,,,,,,,,2026-04,2240.0,-2.57,,,,,,,,,,,,,,,,,,,,,,,,,,
7599,7599.T,ＩＤＯＭ,2026-03,OUT,6,53.78,57.27,False,False,3.49,2025-10,1154.0,1250.0,1250.0,8.32,,,,,,,,,,,,,,,2026-04,1318.0,14.21,,,,,,,,,,,,,,,,,,,,,,,,,,
7606,7606.T,ユナイテッドアローズ,2026-03,OUT,5,45.04,71.75,False,False,26.71,2025-11,2339.0,2413.0,2413.0,3.16,,,,,,,,,,,,,,,2026-04,2463.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
7628,7628.T,オーハシテクニカ,2026-03,OUT,2,55.61,58.22,False,False,2.61,2026-02,1255.0,1107.0,1107.0,-11.79,,,,,,,,,,,,,,,2026-04,1101.0,-12.27,,,,,,,,,,,,,,,,,,,,,,,,,,
7630,7630.T,壱番屋,2026-03,OUT,2,40.31,58.72,True,True,18.41,2026-02,907.0,919.0,919.0,1.32,,,,,,,,,,,,,,,2026-04,865.0,-4.63,,,,,,,,,,,,,,,,,,,,,,,,,,
7715,7715.T,長野計器,2026-03,OUT,9,61.71,65.72,False,False,4.01,2025-07,2099.0,2716.0,2716.0,29.39,,,,,,,,,,,,,,,2026-04,3080.0,46.74,,,,,,,,,,,,,,,,,,,,,,,,,,
7731,7731.T,ニコン,2026-03,OUT,8,59.25,60.02,False,False,0.77,2025-08,1668.5,1888.0,1888.0,13.16,,,,,,,,,,,,,,,2026-04,1727.0,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,
7744,7744.T,ノーリツ鋼機,2026-03,OUT,9,60.34,68.76,False,False,8.41,2025-07,1592.0,2001.0,2001.0,25.69,,,,,,,,,,,,,,,2026-04,2079.0,30.59,,,,,,,,,,,,,,,,,,,,,,,,,,
7747,7747.T,朝日インテック,2026-03,OUT,8,63.68,76.49,False,False,12.8,2025-08,2536.0,3338.0,3338.0,31.62,,,,,,,,,,,,,,,2026-04,3298.0,30.05,,,,,,,,,,,,,,,,,,,,,,,,,,
7751,7751.T,キヤノン,2026-03,OUT,7,33.3,44.82,False,False,11.52,2025-09,4337.0,4357.0,4357.0,0.46,,,,,,,,,,,,,,,2026-04,4007.0,-7.61,,,,,,,,,,,,,,,,,,,,,,,,,,
7762,7762.T,シチズン時計,2026-03,OUT,9,73.56,76.5,False,False,2.93,2025-07,909.0,1665.0,1665.0,83.17,,,,,,,,,,,,,,,2026-04,1813.0,99.45,,,,,,,,,,,,,,,,,,,,,,,,,,
7769,7769.T,リズム,2026-03,OUT,5,45.49,53.87,False,False,8.37,2025-11,3570.0,3500.0,3500.0,-1.96,,,,,,,,,,,,,,,2026-04,3405.0,-4.62,,,,,,,,,,,,,,,,,,,,,,,,,,
7780,7780.T,メニコン,2026-03,OUT,6,58.51,77.99,False,False,19.48,2025-10,1202.0,1703.0,1703.0,41.68,,,,,,,,,,,,,,,2026-04,1620.0,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,
7821,7821.T,前田工繊,2026-03,OUT,3,50.06,50.12,False,False,0.07,2026-01,1850.0,1930.0,1930.0,4.32,,,,,,,,,,,,,,,2026-04,1826.0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
7839,7839.T,ＳＨＯＥＩ,2026-03,OUT,9,32.71,50.72,False,False,18.02,2025-07,1812.0,1646.0,1646.0,-9.16,,,,,,,,,,,,,,,2026-04,1748.0,-3.53,,,,,,,,,,,,,,,,,,,,,,,,,,
7856,7856.T,萩原工業,2026-03,OUT,2,63.02,65.15,False,False,2.13,2026-02,1855.0,1731.0,1731.0,-6.68,,,,,,,,,,,,,,,2026-04,1641.0,-11.54,,,,,,,,,,,,,,,,,,,,,,,,,,
7860,7860.T,エイベックス,2026-03,OUT,4,27.55,45.18,False,True,17.63,2025-12,1268.0,1192.0,1192.0,-5.99,,,,,,,,,,,,,,,2026-04,1185.0,-6.55,,,,,,,,,,,,,,,,,,,,,,,,,,
7867,7867.T,タカラトミー,2026-03,OUT,1,16.02,17.09,False,False,1.07,2026-03,2602.0,2602.0,2602.0,0.0,,,,,,,,,,,,,,,2026-04,2545.5,-2.17,,,,,,,,,,,,,,,,,,,,,,,,,,
7893,7893.T,プロネクサス,2026-03,OUT,6,32.02,58.9,False,False,26.88,2025-10,1094.0,1133.0,1133.0,3.56,,,,,,,,,,,,,,,2026-04,1071.0,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,
7911,7911.T,ＴＯＰＰＡＮホールディングス,2026-03,OUT,6,47.25,54.52,False,False,7.27,2025-10,3780.0,4105.0,4105.0,8.6,,,,,,,,,,,,,,,2026-04,4650.0,23.02,,,,,,,,,,,,,,,,,,,,,,,,,,
7917,7917.T,ＺＡＣＲＯＳ,2026-03,OUT,8,63.38,64.04,False,False,0.66,2025-08,1047.5,1279.0,1279.0,22.1,,,,,,,,,,,,,,,2026-04,1369.0,30.69,,,,,,,,,,,,,,,,,,,,,,,,,,
