code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,high52_price,high52_distance_pct,high52_breakout,volume_ratio_5_30,atr14_pct,atr_ratio_10_20,vcp_tight,stage,supertrend_up,rsr_score,rsr_momentum,mvp_signal,cosmos_focus,cosmos_focus_type,sector,industry,quote_type,exit_month,exit_price,return_at_exit_pct,per,forward_per,pbr,book_value,forward_annual_dividend,trailing_annual_dividend,dividend_change_pct,dividend_yield_pct,payout_ratio_pct,roe_pct,roa_pct,profit_margin_pct,operating_margin_pct,revenue_growth_pct,earnings_growth_pct,current_ratio,quick_ratio,debt_to_equity_pct,equity_ratio_pct,market_cap_oku,enterprise_value_oku,operating_cashflow_oku,free_cashflow_oku,total_cash_oku,total_debt_oku,ebitda_oku,beta,shares_outstanding_million,data_completeness_pct,next_earnings_date,earnings_date_start,earnings_date_end,ex_dividend_date,last_dividend_date,signal_version,monthly_rsi14,monthly_rsi_ma5,monthly_rsi14_up,monthly_rsi_ma5_up,monthly_rsi_spread
1383,1383.T,ベルグアース,2023-03,OUT,9,67.66,74.24,True,True,6.59,2022-07,2729.0,3370.0,3370.0,23.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04,3220.0,17.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,74.24,67.66,True,True,6.59
1384,1384.T,ホクリヨウ,2023-03,OUT,6,59.16,62.23,True,False,3.07,2022-10,622.0,810.0,810.0,30.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04,793.0,27.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,62.23,59.16,False,True,3.07
1429,1429.T,日本アクア,2023-03,OUT,8,67.83,68.27,True,True,0.44,2022-08,699.0,936.0,936.0,33.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04,879.0,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,68.27,67.83,True,True,0.44
1793,1793.T,大本組,2023-03,OUT,2,56.66,60.66,True,True,4.0,2023-02,1098.33,1225.0,1225.0,11.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04,1100.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,60.66,56.66,True,True,4.0
1848,1848.T,富士ピー・エス,2023-03,OUT,3,41.14,43.05,True,False,1.9,2023-01,445.0,453.0,453.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04,435.0,-2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,43.05,41.14,False,True,1.9
1867,1867.T,植木組,2023-03,OUT,5,46.82,47.96,True,False,1.15,2022-11,1299.0,1340.0,1340.0,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04,1327.0,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,47.96,46.82,False,True,1.15
1981,1981.T,協和日成,2023-03,OUT,7,67.06,67.25,True,False,0.19,2022-09,1332.0,1436.0,1436.0,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04,1421.0,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,67.25,67.06,False,True,0.19
1997,1997.T,暁飯島工業,2023-03,OUT,1,45.87,45.95,True,True,0.08,2023-03,1370.0,1370.0,1370.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04,1350.0,-1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,45.95,45.87,True,True,0.08
2152,2152.T,幼児活動研究会,2023-03,OUT,4,56.45,58.57,True,True,2.13,2022-12,1135.0,1277.0,1277.0,12.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04,1195.0,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,58.57,56.45,True,True,2.13
2158,2158.T,ＦＲＯＮＴＥＯ,2023-03,OUT,1,43.94,44.13,True,True,0.18,2023-03,795.0,795.0,795.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04,638.0,-19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,44.13,43.94,True,True,0.18
2164,2164.T,地域新聞社,2023-03,OUT,3,41.52,41.98,True,True,0.47,2023-01,119.44,113.61,113.61,-4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04,96.39,-19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,41.98,41.52,True,True,0.47
2169,2169.T,ＣＤＳ,2023-03,OUT,1,57.28,58.7,True,True,1.42,2023-03,1866.0,1866.0,1866.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04,1801.0,-3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,58.7,57.28,True,True,1.42
2193,2193.T,クックパッド,2023-03,OUT,3,39.86,40.32,True,False,0.46,2023-01,217.0,209.0,209.0,-3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04,193.0,-11.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,40.32,39.86,False,True,0.46
2198,2198.T,アイ・ケイ・ケイホールディングス,2023-03,OUT,1,54.48,60.39,True,True,5.91,2023-03,717.0,717.0,717.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04,671.0,-6.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,60.39,54.48,True,True,5.91
2286,2286.T,林兼産業,2023-03,OUT,5,39.76,40.48,True,False,0.72,2022-11,477.0,470.0,470.0,-1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04,464.0,-2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,40.48,39.76,False,True,0.72
