code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,high52_price,high52_distance_pct,high52_breakout,volume_ratio_5_30,atr14_pct,atr_ratio_10_20,vcp_tight,stage,supertrend_up,rsr_score,rsr_momentum,mvp_signal,cosmos_focus,cosmos_focus_type,signal_version,monthly_rsi14,monthly_rsi_ma5,monthly_rsi14_up,monthly_rsi_ma5_up,monthly_rsi_spread
3836,3836.T,アバントグループ,2024-09,CONTINUE,4,58.49,75.49,True,True,16.99,2024-06,1379.0,2254.0,2254.0,63.45,1324.36,1290.92,1339.67,True,True,True,False,True,False,False,60980.0,1565.0,-11.88,False,0.98,2.48,1.07,False,3,True,2.09,3.4,False,False,,tv_wilder_rsi14_sma5_v1,75.49,58.49,True,True,16.99
4912,4912.T,ライオン,2024-09,CONTINUE,2,45.7,57.46,True,True,11.76,2024-08,1484.5,1615.0,1615.0,8.79,1377.98,1312.21,1322.47,True,True,True,False,True,True,False,1347397.0,1607.0,-7.62,False,0.96,1.67,0.66,True,1,True,11.33,6.35,False,False,,tv_wilder_rsi14_sma5_v1,57.46,45.7,True,True,11.76
5332,5332.T,ＴＯＴＯ,2024-09,CONTINUE,3,50.97,62.54,True,True,11.58,2024-07,4129.0,5337.0,5337.0,29.26,3986.44,4024.89,3943.05,True,True,True,False,True,False,True,955813.0,4449.0,-7.19,False,0.96,2.21,1.11,False,2,True,1.45,1.62,False,False,,tv_wilder_rsi14_sma5_v1,62.54,50.97,True,True,11.58
3663,3663.T,セルシス,2024-09,CONTINUE,8,60.29,70.5,True,True,10.21,2024-02,820.0,1187.0,1187.0,44.76,733.96,736.96,737.97,True,True,True,False,True,True,True,273640.0,910.0,-9.89,False,0.69,3.89,1.16,False,1,True,9.79,5.5,False,False,,tv_wilder_rsi14_sma5_v1,70.5,60.29,True,True,10.21
7683,7683.T,ダブルエー,2024-09,CONTINUE,2,60.08,69.9,True,True,9.82,2024-08,1322.0,1527.0,1527.0,15.51,1147.16,1113.8,1147.57,True,True,True,False,False,True,True,46120.0,1424.5,-7.2,False,0.73,3.25,0.97,True,1,True,21.62,12.5,False,False,,tv_wilder_rsi14_sma5_v1,69.9,60.08,True,True,9.82
9302,9302.T,三井倉庫ホールディングス,2024-09,CONTINUE,3,68.34,77.89,True,True,9.56,2024-07,1606.67,2070.0,2070.0,28.84,1591.93,1523.13,1538.56,True,True,True,False,True,True,True,216630.0,1690.0,-4.93,False,0.75,2.04,1.05,False,2,True,11.77,0.16,False,False,,tv_wilder_rsi14_sma5_v1,77.89,68.34,True,True,9.56
4914,4914.T,高砂香料工業,2024-09,CONTINUE,5,76.11,85.58,True,True,9.47,2024-05,748.0,1102.0,1102.0,47.33,715.2,696.79,664.68,True,True,True,True,True,True,True,81017.0,772.0,-3.11,False,0.65,3.01,0.91,True,2,True,21.17,1.08,False,False,,tv_wilder_rsi14_sma5_v1,85.58,76.11,True,True,9.47
4506,4506.T,住友ファーマ,2024-09,CONTINUE,4,35.5,44.9,True,False,9.4,2024-06,405.0,596.0,596.0,47.16,340.44,371.12,423.36,True,True,False,False,False,False,False,4274747.0,692.5,-41.52,False,0.96,3.99,0.91,True,4,True,-13.21,3.39,True,False,,tv_wilder_rsi14_sma5_v1,44.9,35.5,False,True,9.4
7013,7013.T,ＩＨＩ,2024-09,CONTINUE,8,70.89,80.21,True,True,9.32,2024-02,470.86,1063.29,1063.29,125.82,423.76,405.21,458.22,True,True,True,False,True,True,False,18802397.0,584.0,-19.37,False,1.19,2.65,1.02,False,3,True,0.41,6.88,False,False,,tv_wilder_rsi14_sma5_v1,80.21,70.89,True,True,9.32
6516,6516.T,山洋電気,2024-09,CONTINUE,8,62.49,71.51,True,True,9.02,2024-02,2230.0,3210.0,3210.0,43.95,2064.4,2028.67,2237.05,True,True,False,False,False,False,False,205090.0,2663.33,-16.27,False,0.89,2.46,0.82,True,4,True,6.0,3.65,True,False,,tv_wilder_rsi14_sma5_v1,71.51,62.49,True,True,9.02
