code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,high52_price,high52_distance_pct,high52_breakout,volume_ratio_5_30,atr14_pct,atr_ratio_10_20,vcp_tight,stage,supertrend_up,rsr_score,rsr_momentum,mvp_signal,cosmos_focus,cosmos_focus_type,signal_version,monthly_rsi14,monthly_rsi_ma5,monthly_rsi14_up,monthly_rsi_ma5_up,monthly_rsi_spread
8303,8303.T,SBI新生銀行,2023-09,CONTINUE,6,75.3,100.0,True,True,24.7,2023-04,2423.0,55319998464.0,55319998464.0,2283119935.66,2374.48,2378.6,2206.52,True,True,True,False,True,True,True,406593.0,2585.0,-6.27,False,1.54,1.91,1.02,False,2,True,6.64,-0.71,False,False,,tv_wilder_rsi14_sma5_v1,100.0,75.3,True,True,24.7
8613,8613.T,丸三証券,2023-09,CONTINUE,4,53.59,76.63,True,True,23.04,2023-06,441.0,836.0,836.0,89.57,427.72,423.45,423.43,True,True,True,True,True,False,False,184137.0,505.0,-12.67,False,0.65,2.27,0.94,True,3,True,2.27,2.64,False,False,,tv_wilder_rsi14_sma5_v1,76.63,53.59,True,True,23.04
4553,4553.T,東和薬品,2023-09,CONTINUE,3,46.28,62.55,True,True,16.27,2023-07,1799.0,2841.0,2841.0,57.92,1767.68,1834.85,1962.93,True,False,False,False,False,False,False,136607.0,2648.0,-32.06,False,1.05,1.31,1.11,False,4,True,-14.45,0.81,False,False,,tv_wilder_rsi14_sma5_v1,62.55,46.28,True,True,16.27
8706,8706.T,極東証券,2023-09,CONTINUE,4,53.54,68.22,True,True,14.68,2023-06,638.0,929.0,929.0,45.61,624.68,611.36,618.09,True,True,True,False,True,True,False,62197.0,719.0,-11.27,False,0.97,2.09,0.99,True,3,True,2.46,2.6,False,False,,tv_wilder_rsi14_sma5_v1,68.22,53.54,True,True,14.68
5122,5122.T,オカモト,2023-09,CONTINUE,3,56.2,70.57,True,True,14.37,2023-07,3950.0,5070.0,5070.0,28.35,3890.8,3958.93,3852.15,True,False,True,False,False,False,True,17060.0,4155.0,-4.93,False,0.92,1.17,1.0,False,2,False,2.87,-0.32,False,False,,tv_wilder_rsi14_sma5_v1,70.57,56.2,True,True,14.37
8522,8522.T,名古屋銀行,2023-09,CONTINUE,3,65.04,78.04,True,True,13.01,2023-07,1298.33,1730.0,1730.0,33.25,1167.67,1138.62,1109.79,True,True,True,True,True,True,True,149390.0,1260.0,3.04,True,1.13,1.71,1.02,False,2,True,19.31,3.53,True,True,BOTH,tv_wilder_rsi14_sma5_v1,78.04,65.04,True,True,13.01
8386,8386.T,百十四銀行,2023-09,CONTINUE,3,60.34,73.3,True,True,12.96,2023-07,534.75,655.5,655.5,22.58,487.72,464.88,461.73,True,True,True,True,True,True,True,331880.0,529.25,1.04,True,1.2,1.7,1.08,False,2,True,18.4,4.26,False,True,BREAKOUT,tv_wilder_rsi14_sma5_v1,73.3,60.34,True,True,12.96
4326,4326.T,インテージホールディングス,2023-09,CONTINUE,7,60.17,72.17,True,True,12.0,2023-03,1550.0,2236.0,2236.0,44.26,1516.6,1503.27,1508.38,True,True,True,False,False,True,True,67470.0,1869.0,-17.07,False,0.74,2.53,0.85,True,2,False,5.48,2.06,False,False,,tv_wilder_rsi14_sma5_v1,72.17,60.17,True,True,12.0
7744,7744.T,ノーリツ鋼機,2023-09,CONTINUE,4,56.95,68.94,True,True,11.99,2023-06,773.33,1108.33,1108.33,43.32,749.69,743.33,796.62,True,True,False,False,True,True,False,478170.0,940.33,-17.76,False,1.16,1.95,0.95,True,4,True,-1.75,2.53,False,False,,tv_wilder_rsi14_sma5_v1,68.94,56.95,True,True,11.99
8714,8714.T,池田泉州ホールディングス,2023-09,CONTINUE,3,62.59,73.96,True,True,11.38,2023-07,261.0,321.0,321.0,22.99,242.84,237.92,237.41,True,True,True,True,True,True,True,2009230.0,274.0,-4.74,False,1.02,1.89,0.99,True,2,True,14.33,1.79,False,False,,tv_wilder_rsi14_sma5_v1,73.96,62.59,True,True,11.38
