code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,high52_price,high52_distance_pct,high52_breakout,volume_ratio_5_30,atr14_pct,atr_ratio_10_20,vcp_tight,stage,supertrend_up,rsr_score,rsr_momentum,mvp_signal,cosmos_focus,cosmos_focus_type,sector,industry,quote_type,exit_month,exit_price,return_at_exit_pct,per,forward_per,pbr,book_value,dividend_yield_pct,payout_ratio_pct,roe_pct,roa_pct,profit_margin_pct,operating_margin_pct,revenue_growth_pct,earnings_growth_pct,current_ratio,quick_ratio,debt_to_equity_pct,equity_ratio_pct,market_cap_oku,enterprise_value_oku,operating_cashflow_oku,free_cashflow_oku,total_cash_oku,total_debt_oku,ebitda_oku,beta,shares_outstanding_million,data_completeness_pct,next_earnings_date,earnings_date_start,earnings_date_end,ex_dividend_date,last_dividend_date,signal_version,monthly_rsi14,monthly_rsi_ma5,monthly_rsi14_up,monthly_rsi_ma5_up,monthly_rsi_spread
1959,1959.T,クラフティア,2025-11,OUT,7,67.85,69.78,True,False,1.92,2025-05,5314.0,7921.0,7921.0,49.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,7697.0,44.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,69.78,67.85,False,True,1.92
1964,1964.T,中外炉工業,2025-11,OUT,4,71.52,74.85,True,False,3.33,2025-08,3920.0,4620.0,4620.0,17.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,4355.0,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,74.85,71.52,False,True,3.33
1968,1968.T,太平電業,2025-11,OUT,8,74.41,76.65,True,True,2.25,2025-04,1630.0,2295.0,2295.0,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2163.0,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,76.65,74.41,True,True,2.25
2004,2004.T,昭和産業,2025-11,OUT,1,52.57,55.28,True,True,2.71,2025-11,3105.0,3105.0,3105.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,3015.0,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,55.28,52.57,True,True,2.71
2053,2053.T,中部飼料,2025-11,OUT,1,68.62,68.67,True,True,0.05,2025-11,1805.0,1805.0,1805.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1730.0,-4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,68.67,68.62,True,True,0.05
2211,2211.T,不二家,2025-11,OUT,7,54.25,58.56,True,True,4.31,2025-05,2383.0,2670.0,2670.0,12.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2526.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,58.56,54.25,True,True,4.31
2217,2217.T,モロゾフ,2025-11,OUT,1,54.04,54.46,False,True,0.41,2025-11,1557.0,1557.0,1557.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1542.0,-0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,54.46,54.04,True,False,0.41
2220,2220.T,亀田製菓,2025-11,OUT,1,47.11,49.01,True,True,1.91,2025-11,1365.0,1365.0,1365.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1300.0,-4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,49.01,47.11,True,True,1.91
2266,2266.T,六甲バター,2025-11,OUT,1,42.38,46.47,True,True,4.08,2025-11,1270.0,1270.0,1270.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1196.0,-5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,46.47,42.38,True,True,4.08
2296,2296.T,伊藤ハム米久ホールディングス,2025-11,OUT,1,72.74,73.08,True,True,0.34,2025-11,5750.0,5750.0,5750.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,5600.0,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,73.08,72.74,True,True,0.34
2317,2317.T,システナ,2025-11,OUT,9,70.5,72.58,True,False,2.08,2025-03,361.0,524.0,524.0,45.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,514.0,42.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,72.58,70.5,False,True,2.08
2395,2395.T,新日本科学,2025-11,OUT,1,51.21,56.57,True,True,5.37,2025-11,1823.0,1823.0,1823.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1672.0,-8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,56.57,51.21,True,True,5.37
2413,2413.T,エムスリー,2025-11,OUT,15,50.13,56.59,True,True,6.46,2024-09,1438.0,2577.0,2577.0,79.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2114.0,47.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,56.59,50.13,True,True,6.46
2429,2429.T,ワールドホールディングス,2025-11,OUT,1,57.66,59.41,True,True,1.75,2025-11,2647.0,2647.0,2647.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2594.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,59.41,57.66,True,True,1.75
2461,2461.T,ファンコミュニケーションズ,2025-11,OUT,1,74.22,74.86,True,True,0.64,2025-11,545.0,545.0,545.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,506.0,-7.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,74.86,74.22,True,True,0.64
2502,2502.T,アサヒグループホールディングス,2025-11,OUT,1,50.3,50.85,False,True,0.54,2025-11,1812.5,1812.5,1812.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1639.5,-9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,50.85,50.3,True,False,0.54
2602,2602.T,日清オイリオグループ,2025-11,OUT,1,64.07,65.5,True,True,1.42,2025-11,1766.67,1766.67,1766.67,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1750.0,-0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,65.5,64.07,True,True,1.42
2809,2809.T,キユーピー,2025-11,OUT,8,70.19,72.15,True,True,1.97,2025-04,3249.0,4405.0,4405.0,35.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,4326.0,33.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,72.15,70.19,True,True,1.97
2810,2810.T,ハウス食品グループ本社,2025-11,OUT,6,47.44,50.43,True,True,3.0,2025-06,2802.5,2926.0,2926.0,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2878.5,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,50.43,47.44,True,True,3.0
2874,2874.T,横浜冷凍,2025-11,OUT,11,64.9,72.04,True,True,7.14,2025-01,868.0,1369.0,1369.0,57.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1261.0,45.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,72.04,64.9,True,True,7.14
2875,2875.T,東洋水産,2025-11,OUT,7,62.24,65.64,True,True,3.4,2025-05,9590.0,11210.0,11210.0,16.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,10750.0,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,65.64,62.24,True,True,3.4
2908,2908.T,フジッコ,2025-11,OUT,1,35.11,35.85,True,True,0.73,2025-11,1612.0,1612.0,1612.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1583.0,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,35.85,35.11,True,True,0.73
2915,2915.T,ケンコーマヨネーズ,2025-11,OUT,1,51.21,53.16,True,True,1.95,2025-11,1965.0,1965.0,1965.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1887.0,-3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,53.16,51.21,True,True,1.95
3028,3028.T,アルペン,2025-11,OUT,1,60.53,61.22,False,True,0.7,2025-11,2410.0,2410.0,2410.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2301.0,-4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,61.22,60.53,True,False,0.7
3034,3034.T,クオールホールディングス,2025-11,OUT,1,61.05,66.47,True,True,5.42,2025-11,2349.0,2349.0,2349.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2139.0,-8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,66.47,61.05,True,True,5.42
3091,3091.T,ブロンコビリー,2025-11,OUT,1,58.68,59.62,True,True,0.95,2025-11,1992.5,1992.5,1992.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1892.5,-5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,59.62,58.68,True,True,0.95
3110,3110.T,日東紡績,2025-11,OUT,3,62.16,76.21,True,True,14.05,2025-09,1320.0,2732.0,2732.0,106.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2040.0,54.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,76.21,62.16,True,True,14.05
3191,3191.T,ジョイフル本田,2025-11,OUT,1,58.94,59.42,True,True,0.48,2025-11,2165.0,2165.0,2165.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2130.0,-1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,59.42,58.94,True,True,0.48
3196,3196.T,ホットランドホールディングス,2025-11,OUT,3,51.11,54.8,True,True,3.69,2025-09,2054.0,2133.0,2133.0,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2000.0,-2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,54.8,51.11,True,True,3.69
3197,3197.T,すかいらーくホールディングス,2025-11,OUT,1,65.45,72.32,True,True,6.87,2025-11,3700.0,3700.0,3700.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,3365.0,-9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,72.32,65.45,True,True,6.87
3232,3232.T,三重交通グループホールディングス,2025-11,OUT,5,51.0,53.55,True,True,2.55,2025-07,506.0,544.0,544.0,7.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,540.0,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,53.55,51.0,True,True,2.55
3252,3252.T,地主,2025-11,OUT,7,67.07,67.59,True,True,0.52,2025-05,2133.0,3010.0,3010.0,41.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,3045.0,42.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,67.59,67.07,True,True,0.52
3276,3276.T,ＪＰＭＣ,2025-11,OUT,1,60.01,60.86,True,True,0.85,2025-11,1296.0,1296.0,1296.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1290.0,-0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,60.86,60.01,True,True,0.85
3302,3302.T,帝国繊維,2025-11,OUT,9,70.42,75.45,True,True,5.04,2025-03,2568.0,3600.0,3600.0,40.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,3300.0,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,75.45,70.42,True,True,5.04
3433,3433.T,トーカロ,2025-11,OUT,7,68.33,68.35,True,False,0.01,2025-05,1796.0,2217.0,2217.0,23.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2224.0,23.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,68.35,68.33,False,True,0.01
3569,3569.T,セーレン,2025-11,OUT,5,61.41,66.0,True,True,4.58,2025-07,2472.0,3230.0,3230.0,30.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,3060.0,23.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,66.0,61.41,True,True,4.58
3635,3635.T,コーエーテクモホールディングス,2025-11,OUT,2,51.12,54.59,False,True,3.47,2025-10,2080.5,2133.0,2133.0,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1905.5,-8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,54.59,51.12,True,False,3.47
3636,3636.T,三菱総合研究所,2025-11,OUT,5,54.76,55.28,True,True,0.52,2025-07,4730.0,4980.0,4980.0,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,4990.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,55.28,54.76,True,True,0.52
3774,3774.T,インターネットイニシアティブ,2025-11,OUT,2,52.97,55.82,True,True,2.85,2025-10,2781.5,2873.0,2873.0,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2765.5,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,55.82,52.97,True,True,2.85
3968,3968.T,セグエグループ,2025-11,OUT,4,60.28,68.1,True,True,7.82,2025-08,675.0,801.0,801.0,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,657.0,-2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,68.1,60.28,True,True,7.82
4005,4005.T,住友化学,2025-11,OUT,5,59.23,63.37,True,True,4.14,2025-07,379.7,477.0,477.0,25.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,445.6,17.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,63.37,59.23,True,True,4.14
4072,4072.T,電算システムホールディングス,2025-11,OUT,10,64.61,71.87,True,True,7.25,2025-02,2470.0,3870.0,3870.0,56.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,3610.0,46.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,71.87,64.61,True,True,7.25
4212,4212.T,積水樹脂,2025-11,OUT,1,50.21,50.77,True,True,0.56,2025-11,2159.0,2159.0,2159.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2131.0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,50.77,50.21,True,True,0.56
4307,4307.T,野村総合研究所,2025-11,OUT,2,66.0,68.01,True,True,2.01,2025-10,6030.0,6234.0,6234.0,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,6021.0,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,68.01,66.0,True,True,2.01
4390,4390.T,ＩＰＳ,2025-11,OUT,1,63.07,65.01,True,True,1.95,2025-11,3440.0,3440.0,3440.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,3030.0,-11.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,65.01,63.07,True,True,1.95
4506,4506.T,住友ファーマ,2025-11,OUT,11,79.82,88.28,True,True,8.46,2025-01,610.0,2730.0,2730.0,347.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2318.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,88.28,79.82,True,True,8.46
4549,4549.T,栄研化学,2025-11,OUT,1,61.04,62.44,True,True,1.4,2025-11,2478.0,2478.0,2478.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2407.0,-2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,62.44,61.04,True,True,1.4
4568,4568.T,第一三共,2025-11,OUT,2,43.76,47.45,True,True,3.69,2025-10,3669.0,3864.0,3864.0,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,3348.0,-8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,47.45,43.76,True,True,3.69
4617,4617.T,中国塗料,2025-11,OUT,7,83.68,88.43,True,True,4.75,2025-05,2227.0,4570.0,4570.0,105.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,4415.0,98.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,88.43,83.68,True,True,4.75
4631,4631.T,ＤＩＣ,2025-11,OUT,5,62.9,69.66,True,True,6.76,2025-07,2993.0,3879.0,3879.0,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,3653.0,22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,69.66,62.9,True,True,6.76
4687,4687.T,ＴＤＣソフト,2025-11,OUT,1,60.72,61.13,True,True,0.41,2025-11,1382.0,1382.0,1382.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1364.0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,61.13,60.72,True,True,0.41
4714,4714.T,リソー教育グループ,2025-11,OUT,1,37.67,37.71,False,True,0.04,2025-11,205.0,205.0,205.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,201.0,-1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,37.71,37.67,True,False,0.04
4820,4820.T,イーエムシステムズ,2025-11,OUT,5,54.32,58.09,True,True,3.77,2025-07,768.0,834.0,834.0,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,794.0,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,58.09,54.32,True,True,3.77
4927,4927.T,ポーラ・オルビスホールディングス,2025-11,OUT,4,41.77,43.58,True,True,1.81,2025-08,1293.5,1343.0,1343.0,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1302.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,43.58,41.77,True,True,1.81
4933,4933.T,Ｉ－ｎｅ,2025-11,OUT,1,38.5,39.04,False,True,0.54,2025-11,1424.0,1424.0,1424.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1328.0,-6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,39.04,38.5,True,False,0.54
4951,4951.T,エステー,2025-11,OUT,1,54.7,54.76,False,True,0.06,2025-11,1590.0,1590.0,1590.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1515.0,-4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,54.76,54.7,True,False,0.06
4980,4980.T,デクセリアルズ,2025-11,OUT,3,59.53,67.93,True,True,8.4,2025-09,2276.5,2986.5,2986.5,31.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2628.5,15.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,67.93,59.53,True,True,8.4
4985,4985.T,アース製薬,2025-11,OUT,4,50.26,51.95,True,True,1.69,2025-08,5190.0,5160.0,5160.0,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,4965.0,-4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,51.95,50.26,True,True,1.69
5032,5032.T,ＡＮＹＣＯＬＯＲ,2025-11,OUT,12,65.71,70.46,True,True,4.75,2024-12,2816.0,6440.0,6440.0,128.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,4850.0,72.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,70.46,65.71,True,True,4.75
5101,5101.T,横浜ゴム,2025-11,OUT,7,75.11,80.18,True,True,5.07,2025-05,3642.0,6193.0,6193.0,70.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,6017.0,65.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,80.18,75.11,True,True,5.07
5108,5108.T,ブリヂストン,2025-11,OUT,5,63.19,69.04,True,True,5.85,2025-07,3065.5,3661.5,3661.5,19.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,3514.0,14.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,69.04,63.19,True,True,5.85
5288,5288.T,アジアパイルホールディングス,2025-11,OUT,12,77.42,83.98,True,True,6.56,2024-12,837.0,1512.0,1512.0,80.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1410.0,68.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,83.98,77.42,True,True,6.56
5344,5344.T,ＭＡＲＵＷＡ,2025-11,OUT,2,59.87,62.67,True,True,2.8,2025-10,43870.0,47360.0,47360.0,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,42600.0,-2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,62.67,59.87,True,True,2.8
5541,5541.T,大平洋金属,2025-11,OUT,5,62.67,70.87,True,True,8.19,2025-07,1854.0,2530.0,2530.0,36.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2266.0,22.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,70.87,62.67,True,True,8.19
5821,5821.T,平河ヒューテック,2025-11,OUT,7,69.19,81.54,True,True,12.35,2025-05,1499.0,3200.0,3200.0,113.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2873.0,91.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,81.54,69.19,True,True,12.35
5851,5851.T,リョービ,2025-11,OUT,5,60.91,62.17,True,False,1.26,2025-07,2291.0,2731.0,2731.0,19.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2740.0,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,62.17,60.91,False,True,1.26
5991,5991.T,日本発条,2025-11,OUT,5,68.43,68.52,True,False,0.09,2025-07,1714.0,2550.5,2550.5,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2517.5,46.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,68.52,68.43,False,True,0.09
6036,6036.T,ＫｅｅＰｅｒ技研,2025-11,OUT,3,43.33,43.53,True,False,0.2,2025-09,3740.0,3510.0,3510.0,-6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,3520.0,-5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,43.53,43.33,False,True,0.2
6055,6055.T,ジャパンマテリアル,2025-11,OUT,7,47.35,48.13,True,False,0.78,2025-05,1485.0,1694.0,1694.0,14.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1547.0,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,48.13,47.35,False,True,0.78
6078,6078.T,バリューＨＲ,2025-11,OUT,2,54.62,55.85,True,False,1.23,2025-10,1691.0,1671.0,1671.0,-1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1590.0,-5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,55.85,54.62,False,True,1.23
6104,6104.T,芝浦機械,2025-11,OUT,5,60.74,63.04,True,True,2.3,2025-07,3895.0,4335.0,4335.0,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,4285.0,10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,63.04,60.74,True,True,2.3
6113,6113.T,アマダ,2025-11,OUT,7,64.13,64.58,True,True,0.45,2025-05,1481.5,1858.0,1858.0,25.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,1852.0,25.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,64.58,64.13,True,True,0.45
6140,6140.T,旭ダイヤモンド工業,2025-11,OUT,5,50.32,51.08,True,False,0.77,2025-07,748.0,830.0,830.0,10.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,832.0,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,51.08,50.32,False,True,0.77
6269,6269.T,三井海洋開発,2025-11,OUT,10,91.55,96.43,True,True,4.88,2025-02,4015.0,15685.0,15685.0,290.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,11900.0,196.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,96.43,91.55,True,True,4.88
6278,6278.T,ユニオンツール,2025-11,OUT,7,66.58,69.6,True,True,3.02,2025-05,4460.0,9590.0,9590.0,115.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,8530.0,91.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,69.6,66.58,True,True,3.02
6301,6301.T,小松製作所,2025-11,OUT,6,65.04,65.19,True,False,0.15,2025-06,4737.0,5122.0,5122.0,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,5000.0,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,65.19,65.04,False,True,0.15
