code,ticker,name,signal_month,status,months_active,rsi14,rsi5,rsi14_up,rsi5_up,diff,gc_month,gc_price,signal_month_close,period_price,return_since_gc_pct,sma25,sma75,sma200,price_above_sma25,price_above_sma75,price_above_sma200,perfect_order,sma25_up,sma75_up,sma200_up,avg_volume30,high52_price,high52_distance_pct,high52_breakout,volume_ratio_5_30,atr14_pct,atr_ratio_10_20,vcp_tight,stage,supertrend_up,rsr_score,rsr_momentum,mvp_signal,cosmos_focus,cosmos_focus_type,sector,industry,quote_type,exit_month,exit_price,return_at_exit_pct,per,forward_per,pbr,book_value,forward_annual_dividend,trailing_annual_dividend,dividend_change_pct,dividend_yield_pct,payout_ratio_pct,roe_pct,roa_pct,profit_margin_pct,operating_margin_pct,revenue_growth_pct,earnings_growth_pct,current_ratio,quick_ratio,debt_to_equity_pct,equity_ratio_pct,market_cap_oku,enterprise_value_oku,operating_cashflow_oku,free_cashflow_oku,total_cash_oku,total_debt_oku,ebitda_oku,beta,shares_outstanding_million,data_completeness_pct,next_earnings_date,earnings_date_start,earnings_date_end,ex_dividend_date,last_dividend_date,signal_version,monthly_rsi14,monthly_rsi_ma5,monthly_rsi14_up,monthly_rsi_ma5_up,monthly_rsi_spread
1436,1436.T,グリーンエナジー＆カンパニー,2026-05,OUT,6,73.3,81.62,True,True,8.32,2025-12,811.67,1801.0,1801.0,121.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06,1415.0,74.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,81.62,73.3,True,True,8.32
145A,145A.T,Ｌ　ｉｓ　Ｂ,2026-05,OUT,1,40.39,41.56,False,True,1.17,2026-05,886.0,886.0,886.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06,765.0,-13.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,41.56,40.39,True,False,1.17
149A,149A.T,シンカ,2026-05,OUT,3,39.27,41.64,True,True,2.37,2026-03,1005.0,835.0,835.0,-16.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06,756.0,-24.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,41.64,39.27,True,True,2.37
150A,150A.T,ＪＳＨ,2026-05,OUT,1,34.27,34.3,False,False,0.03,2026-05,365.0,365.0,365.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06,350.0,-4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,34.3,34.27,False,False,0.03
153A,153A.T,カウリス,2026-05,OUT,2,38.24,50.61,True,True,12.37,2026-04,1663.0,2133.0,2133.0,28.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06,1178.0,-29.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,50.61,38.24,True,True,12.37
186A,186A.T,アストロスケールホールディングス,2026-05,OUT,5,59.14,77.46,True,True,18.32,2026-01,1084.0,2739.0,2739.0,152.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06,1176.0,8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,77.46,59.14,True,True,18.32
1879,1879.T,新日本建設,2026-05,OUT,1,66.88,68.92,False,True,2.04,2026-05,2262.0,2262.0,2262.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06,2064.0,-8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,68.92,66.88,True,False,2.04
1945,1945.T,東京エネシス,2026-05,OUT,1,72.13,78.49,True,True,6.35,2026-05,2450.0,2450.0,2450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06,2082.0,-15.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,78.49,72.13,True,True,6.35
1963,1963.T,日揮ホールディングス,2026-05,OUT,1,73.56,76.14,True,True,2.58,2026-05,2728.5,2728.5,2728.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06,2504.5,-8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,76.14,73.56,True,True,2.58
205A,205A.T,ロゴスホールディングス,2026-05,OUT,2,49.03,49.07,True,False,0.04,2026-04,2010.0,1748.0,1748.0,-13.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06,1600.0,-20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_wilder_rsi14_sma5_v1,49.07,49.03,False,True,0.04
